Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Tree
2341,24,247,144,1423,892,Other
2191,8,0,0,534,1231,Other
2313,27,277,106,313,1514,Other
2399,14,339,158,404,1905,Other
2220,17,85,13,684,1614,Other
2370,9,0,0,1127,741,Other
2207,12,0,0,1638,210,Other
2271,13,60,16,997,1248,Other
2294,19,120,46,983,1253,Other
2307,20,268,114,942,1230,Other
2975,16,162,30,1611,3492,Spruce
2341,22,234,86,655,467,Other
2314,29,210,50,1770,960,Other
2381,28,258,140,433,1871,Other
2252,22,134,31,595,1698,Other
2241,18,124,30,618,1677,Other
2233,17,95,26,642,1657,Other
2409,10,85,22,981,1266,Other
2389,24,134,30,1190,693,Other
2167,7,0,0,1400,564,Other
2326,11,228,43,1142,960,Other
2278,20,0,0,1044,1194,Other
2268,12,60,7,1026,1253,Other
2319,22,342,137,882,1180,Other
2284,24,30,14,582,765,Other
2270,26,0,0,566,735,Other
2227,22,30,-12,524,648,Other
3258,4,67,-3,3661,3810,Other
3255,3,150,0,3485,3893,Other
2854,19,153,48,2212,1082,Other
2357,29,108,36,150,175,Other
2287,11,0,0,511,824,Other
2290,29,85,49,1425,997,Other
2364,23,306,167,1398,836,Other
2490,12,457,243,900,825,Other
2200,14,0,0,450,1237,Other
2377,32,234,136,408,1891,Other
2355,36,216,114,426,1869,Other
2243,15,95,22,600,1699,Other
2414,28,175,55,1182,713,Other
2409,32,255,153,1486,474,Other
2216,16,0,0,1574,272,Other
2212,10,0,0,1578,270,Other
2174,14,0,0,1442,551,Other
2276,16,0,0,1072,1201,Other
2390,14,297,65,360,513,Other
2259,34,30,7,1485,1001,Other
2260,17,60,20,1640,992,Other
2282,19,124,18,1710,1001,Other
2392,28,362,151,277,1785,Other
2385,27,234,144,366,1921,Other
2326,34,175,85,424,1867,Other
2264,23,108,39,511,1782,Other
2240,15,67,19,582,1722,Other
2211,11,30,4,659,1663,Other
2232,28,42,16,738,1608,Other
2344,31,242,147,841,1492,Other
2406,25,42,21,960,1299,Other
2382,14,108,12,1091,780,Other
2434,12,366,168,1337,644,Other
2195,26,30,6,1500,516,Other
2272,33,60,2,604,696,Other
3278,3,30,1,3879,3778,Other
3089,22,306,119,1945,3833,Spruce
2880,17,201,60,2156,972,Other
2370,28,379,128,1199,860,Other
2215,11,0,0,430,1153,Other
2388,25,242,147,324,1883,Other
2360,36,192,119,361,1900,Other
2284,29,124,56,446,1846,Other
2238,20,60,13,541,1764,Other
2233,16,42,12,566,1744,Other
2335,6,210,52,1221,987,Other
2283,11,0,0,1138,1187,Other
2285,13,30,8,1121,1245,Other
2330,19,300,24,1080,1351,Other
3221,21,649,-2,902,1950,Other
2234,18,0,0,450,1064,Other
2265,25,85,37,450,1847,Other
2229,24,42,14,685,1674,Other
2388,16,85,20,1008,859,Other
2428,19,234,60,1110,800,Other
2241,6,0,0,1478,371,Other
2193,7,0,0,1442,553,Other
2278,7,0,0,1167,1195,Other
3239,27,607,15,924,1992,Other
2957,10,457,42,2877,1455,Other
2947,18,420,58,2446,1471,Spruce
2424,27,212,102,268,277,Other
2502,6,592,123,745,484,Other
2270,27,42,14,1657,1022,Other
2369,29,218,128,277,1826,Other
2246,25,42,18,458,1849,Other
2396,15,30,10,902,973,Other
2439,19,319,167,1273,691,Other
2265,13,150,49,1475,400,Other
2247,20,85,28,1489,443,Other
2200,10,0,0,1433,531,Other
2365,22,323,59,1068,1290,Other
2395,17,309,125,850,990,Other
2829,17,108,7,2550,1209,Other
2448,10,366,133,339,366,Other
2376,23,150,84,454,680,Other
2256,9,0,0,1590,1050,Other
2264,32,67,40,350,1099,Other
2367,12,268,160,150,1382,Other
2369,25,242,128,234,1790,Other
2249,24,30,8,417,1861,Other
2386,35,256,179,722,1611,Other
2397,10,30,11,875,999,Other
2391,10,0,0,886,983,Other
2435,24,300,163,1252,708,Other
2221,19,30,9,1438,499,Other
2428,11,255,74,242,467,Other
2473,28,420,215,534,569,Other
2251,12,0,0,1622,984,Other
2358,25,240,117,212,1761,Other
2344,37,216,137,700,1667,Other
2261,18,85,22,1392,454,Other
2212,7,0,0,1398,541,Other
2331,20,85,25,1218,1366,Other
2400,16,277,130,841,902,Other
3292,8,127,3,4002,3883,Other
3283,11,335,91,990,2264,Other
2471,24,361,207,474,618,Other
2324,29,180,83,234,1747,Other
2400,16,0,0,808,1065,Other
2394,12,42,2,845,1020,Other
2275,19,127,36,1366,481,Other
2237,17,60,18,1401,524,Other
2217,9,42,5,1359,582,Other
2334,18,330,51,1260,942,Other
2351,16,270,68,1260,994,Other
3104,28,331,129,1981,3834,Spruce
2321,10,0,0,283,819,Other
2332,21,240,91,170,1703,Other
2451,14,124,26,735,1176,Other
2415,19,30,15,769,1107,Other
2265,20,192,72,1259,765,Other
2284,21,268,102,1243,834,Other
2303,6,0,0,1282,1304,Other
2395,22,240,89,1191,1355,Other
2413,13,390,107,1082,1206,Other
3301,9,124,9,4134,3899,Other
3005,15,285,70,1486,3235,Spruce
2454,16,297,128,342,430,Other
2447,12,277,85,242,484,Other
2434,19,390,164,1055,511,Other
2441,13,446,171,997,511,Other
2238,4,0,0,404,858,Other
2274,35,60,32,361,907,Other
2328,12,212,94,201,1114,Other
2418,14,0,0,741,1132,Other
2287,20,150,32,1302,543,Other
2402,26,240,96,1211,1358,Other
2430,14,469,160,1022,1090,Other
2969,6,95,6,1657,3439,Spruce
3295,5,390,71,1082,2221,Other
2894,14,285,84,285,1273,Spruce
2883,14,228,73,228,1213,Spruce
2530,2,553,272,541,663,Other
2272,23,0,0,1549,722,Other
2423,17,351,153,1077,484,Other
2464,8,466,211,874,503,Other
2468,7,201,67,690,1533,Other
2284,24,42,12,1216,674,Other
2230,8,0,0,1315,618,Other
2289,23,255,90,1194,828,Other
2384,22,150,85,1184,1168,Other
2437,15,488,167,1041,1095,Other
2440,20,342,170,850,830,Other
3315,13,175,21,4121,3966,Other
2361,16,201,104,1390,1060,Other
2300,36,30,28,1574,726,Other
2252,16,0,0,421,1718,Other
2283,26,85,28,541,1772,Other
2413,10,0,0,631,1630,Other
2254,14,67,7,1273,618,Other
2259,21,162,40,1215,732,Other
2311,11,30,5,1215,1396,Other
2371,25,180,65,1275,1426,Other
3178,18,666,73,924,1894,Other
2266,24,30,14,390,1678,Other
2255,20,0,0,420,1691,Other
2291,17,60,19,1150,741,Other
2283,23,228,71,1167,792,Other
2439,5,272,96,659,618,Other
3310,8,30,4,4368,3952,Other
3309,9,0,0,4339,3960,Other
3233,10,0,0,3852,4128,Other
2360,28,153,90,1239,458,Other
2287,23,60,35,360,1639,Other
2435,18,67,10,644,1221,Other
2448,15,42,-2,726,1159,Other
2295,23,60,23,1159,713,Other
2261,22,67,14,1209,671,Other
2345,27,382,146,1090,955,Other
3316,13,0,0,4348,3989,Other
2872,15,150,19,2322,626,Other
2435,30,300,-7,451,1840,Other
2441,13,0,0,569,1307,Other
2409,29,212,75,1008,955,Other
2289,9,30,6,1101,778,Other
2398,16,335,72,1050,1087,Other
2370,23,108,44,1077,1282,Other
2394,26,210,88,1209,1412,Other
2453,7,474,183,806,920,Other
2429,17,301,86,624,671,Other
2412,21,182,69,564,566,Other
3231,22,582,126,1116,2101,Other
2413,13,360,23,1026,1040,Other
2343,18,180,73,1203,391,Other
2475,11,420,222,815,376,Other
2253,7,0,0,400,685,Other
2304,20,85,29,300,1560,Other
2289,10,0,0,1082,792,Other
2341,22,42,15,1063,1348,Other
2426,25,270,120,1154,1361,Other
2457,7,450,151,999,1187,Other
2392,17,108,49,488,511,Other
3336,21,30,3,4308,4063,Other
2879,18,162,25,2352,591,Other
2286,16,30,6,1501,592,Other
2275,9,0,0,1441,541,Other
2383,14,300,113,1082,313,Other
2255,10,0,0,395,671,Other
2280,20,30,12,335,725,Other
2300,21,67,25,300,1532,Other
2506,9,162,23,480,1495,Other
2394,26,450,68,997,1040,Other
2431,23,272,125,1140,1368,Other
2453,17,577,183,858,1053,Other
2431,18,459,88,679,832,Other
3338,17,124,29,4488,4046,Other
2892,16,192,31,2356,592,Other
2273,12,0,0,1560,631,Other
2295,29,30,20,1380,474,Other
2268,17,0,0,361,685,Other
2396,20,295,53,534,691,Other
2942,2,124,5,1620,162,Other
2899,16,190,38,2374,582,Other
2315,23,95,31,1482,787,Other
2274,10,0,0,1590,646,Other
2473,21,0,0,430,1456,Other
2482,18,127,38,499,1369,Other
2289,28,90,39,1091,854,Other
2330,12,0,0,987,1423,Other
3279,19,60,22,3912,4025,Other
3284,15,90,31,3883,4012,Other
2426,6,272,36,882,892,Other
2271,2,0,0,1590,636,Other
2360,15,85,16,993,1514,Other
2410,17,216,97,1065,1480,Other
3381,6,120,13,4204,4147,Other
3330,32,90,73,4063,4071,Other
2462,23,272,19,272,1742,Other
2483,11,0,0,365,1523,Other
2300,26,30,18,1019,895,Other
2357,23,270,110,953,979,Other
3369,6,0,0,4327,4186,Other
3082,28,470,-22,720,1746,Spruce
2947,11,162,49,2278,541,Other
2278,9,0,0,1537,677,Other
2341,20,0,0,853,1050,Other
2401,23,150,57,983,1556,Other
2433,5,268,43,808,811,Other
2511,8,108,13,404,1477,Other
2387,17,234,91,902,947,Other
2420,9,450,114,930,1289,Other
2367,16,201,80,1177,1024,Other
2298,18,42,16,1492,696,Other
2471,18,285,49,870,150,Other
2390,25,150,45,540,459,Other
2492,12,42,9,270,1631,Other
2352,9,0,0,789,1116,Other
2309,5,0,0,924,977,Other
2414,23,360,167,836,1101,Other
2466,20,395,32,789,1200,Other
3398,27,331,73,3637,3734,Other
2449,21,300,0,960,67,Other
2499,10,85,16,240,1673,Other
2504,8,30,6,404,1510,Other
2372,19,124,18,872,990,Other
3372,1,90,0,4368,4085,Other
3205,31,534,50,1691,3163,Spruce
2515,14,108,32,242,1624,Other
2511,10,67,6,339,1560,Other
2332,19,30,14,859,1031,Other
2414,19,150,56,735,1421,Other
2406,11,134,62,865,1627,Other
2386,22,391,119,458,934,Other
3276,10,255,49,1601,2896,Spruce
2928,11,30,-5,2249,537,Spruce
2324,15,150,42,1530,630,Other
2464,25,270,138,150,1549,Other
2413,4,537,98,607,1092,Other
3373,2,150,-4,4390,4036,Other
3347,22,60,24,4057,3844,Other
2957,5,85,8,1158,256,Other
2381,21,85,22,1323,331,Other
2433,18,277,12,1024,42,Other
2339,11,0,0,430,571,Other
2507,8,124,14,470,1506,Other
2381,25,182,75,816,1138,Other
2464,17,335,30,713,1221,Other
2413,4,576,93,655,1158,Other
3373,6,201,0,4318,3961,Other
2336,15,134,16,1549,603,Other
2359,17,0,0,524,484,Other
2348,14,0,0,466,543,Other
2489,13,270,46,150,1806,Other
2487,14,277,44,192,1856,Other
2519,10,361,76,175,2001,Other
2421,20,85,16,742,1112,Other
2374,17,0,0,755,1112,Other
2385,22,134,67,819,1150,Other
2412,17,124,41,655,1507,Other
2347,19,108,22,1537,547,Other
2369,15,0,0,560,459,Other
2495,14,301,52,150,1814,Other
2513,5,42,1,234,1682,Other
2449,16,192,51,603,1452,Other
2389,21,120,28,750,1524,Other
2424,11,618,92,730,1266,Other
3076,21,95,9,2022,3319,Spruce
3166,19,192,61,1095,2200,Spruce
2929,19,95,-1,2281,408,Spruce
2352,12,85,4,420,612,Other
2405,24,0,0,691,1170,Other
2373,6,0,0,644,1475,Other
2432,18,361,88,895,1507,Other
2323,21,60,41,1269,883,Other
2290,22,0,0,1328,824,Other
2336,31,90,55,1448,706,Other
2379,25,85,22,1485,503,Other
2417,20,67,11,1218,258,Other
2430,25,234,102,722,1253,Other
2378,9,0,0,618,1445,Other
2375,16,175,40,1565,598,Other
2432,15,285,83,787,1471,Other
2387,15,417,67,541,1188,Other
3106,30,120,39,2084,3238,Spruce
2368,24,162,70,934,888,Other
2292,26,30,10,1323,837,Other
2375,13,150,62,1533,636,Other
2411,18,42,8,1347,391,Other
2413,19,30,10,1318,366,Other
2532,10,309,28,90,1853,Other
2465,12,134,21,513,1422,Other
2929,11,0,0,573,2367,Other
2418,15,108,30,1410,458,Other
2340,15,210,-18,361,702,Other
2441,23,234,74,644,1318,Other
2428,12,60,-1,451,1358,Other
2391,14,0,0,510,1351,Other
2392,14,30,8,525,1353,Other
2455,15,362,106,799,1433,Other
2329,20,212,14,331,1099,Other
2369,16,190,70,841,789,Other
2299,16,0,0,1140,1026,Other
2422,23,134,0,603,499,Other
2404,14,0,0,457,1320,Other
2296,3,0,0,1200,977,Other
2359,24,85,31,1456,671,Other
2481,13,170,31,934,313,Other
2434,7,0,0,395,1312,Other
2421,9,242,50,642,1332,Other
2437,16,295,70,691,1348,Other
2445,15,323,81,716,1357,Other
2468,17,509,127,785,1445,Other
2998,13,404,29,2700,1533,Spruce
2436,14,30,2,361,1277,Other
2418,19,108,26,469,1266,Other
2457,20,362,93,726,1338,Other
2406,20,362,73,582,1318,Other
2398,22,350,68,553,1298,Other
2299,19,0,0,153,1075,Other
2366,20,127,61,812,751,Other
2397,18,309,67,532,1302,Other
2485,10,67,8,492,1328,Other
2468,10,0,0,404,1282,Other
2440,21,127,28,384,1201,Other
2455,20,391,82,698,1282,Other
2303,10,0,0,175,1131,Other
3076,11,95,8,845,2051,Spruce
2871,6,0,0,983,2353,Other
2303,6,0,0,957,900,Other
3039,13,90,-2,671,1895,Spruce
2894,9,124,0,849,2470,Other
2368,22,42,18,1298,799,Other
2498,16,210,67,1283,510,Other
2453,15,150,19,256,1144,Other
2403,14,242,67,589,1392,Other
2320,14,0,0,569,488,Other
2338,23,60,19,1155,895,Other
2350,10,85,6,474,768,Other
2477,13,67,0,342,1198,Other
2455,15,300,57,470,1136,Other
2399,13,216,58,598,1416,Other
2366,20,150,36,457,1333,Other
2314,15,95,0,216,1205,Other
2319,9,0,0,616,553,Other
2304,5,0,0,808,789,Other
2363,12,120,44,1100,853,Other
2394,19,30,9,1341,721,Other
2317,5,0,0,595,560,Other
2393,21,30,11,1279,785,Other
3141,11,342,99,551,779,Other
2306,8,0,0,726,742,Other
3143,24,313,26,2589,2792,Spruce
2856,7,150,-1,1103,2533,Other
2437,12,323,81,864,1224,Other
2330,6,0,0,390,1383,Other
3068,9,120,14,540,875,Other
2832,7,60,-4,960,2471,Other
2321,19,30,5,516,564,Other
2375,30,42,25,1065,780,Other
2429,18,42,2,1360,726,Other
2358,8,0,0,566,850,Other
2336,1,0,0,457,1449,Other
3052,17,120,21,2844,2701,Spruce
2951,17,450,113,725,2123,Other
2340,2,67,7,335,1426,Other
2316,10,0,0,564,671,Other
2318,21,30,2,618,725,Other
2437,25,85,13,1209,858,Other
2498,24,175,29,914,721,Other
3009,13,339,25,3000,722,Other
2314,11,30,0,497,633,Other
2474,26,120,47,1374,769,Other
3315,21,162,33,1878,2908,Spruce
3162,15,0,0,1414,2647,Spruce
2928,14,360,90,832,2215,Other
2341,32,67,25,591,671,Other
2409,16,212,100,787,607,Other
2430,23,192,80,916,636,Other
2406,28,42,21,1124,807,Other
2511,6,541,84,421,882,Other
3022,6,342,0,1110,592,Other
3020,5,331,-19,3081,830,Spruce
3075,14,85,18,495,577,Spruce
3093,13,335,39,700,1087,Other
2917,18,330,79,825,2147,Other
2696,6,60,1,60,828,Other
2335,29,30,12,470,666,Other
2437,25,30,-5,824,859,Other
2416,22,0,0,774,886,Other
2387,17,42,-3,703,847,Other
2916,18,300,78,899,2268,Other
2917,15,301,79,912,2295,Other
2379,34,85,56,402,638,Other
2401,8,0,0,1062,743,Other
2432,22,0,0,816,899,Other
2716,6,335,17,30,711,Other
2712,7,247,13,67,757,Other
2707,8,162,8,127,811,Other
2700,9,108,7,124,850,Other
2365,18,30,6,560,592,Other
3060,13,30,3,3102,2492,Spruce
2891,15,240,53,920,2215,Other
2720,8,342,21,42,738,Other
2696,9,85,7,150,912,Other
3052,22,180,29,810,1033,Other
2716,6,216,21,150,841,Other
2713,7,192,20,170,858,Other
2707,7,150,16,182,895,Other
2700,8,108,11,180,934,Other
2377,15,0,0,537,541,Other
2486,22,30,9,942,949,Other
2744,10,511,28,60,722,Other
2708,6,170,19,212,918,Other
2495,19,301,67,732,446,Other
3254,32,150,30,2899,2436,Spruce
2714,6,234,23,216,907,Other
2484,14,67,22,1091,767,Other
2413,26,212,54,309,624,Other
2511,14,210,83,743,433,Other
2463,22,201,48,552,335,Other
2510,17,300,95,607,335,Other
3029,13,108,27,2911,942,Other
2783,8,537,49,210,878,Other
2765,13,644,66,210,875,Other
2442,11,120,52,361,474,Other
2416,20,30,14,408,404,Other
2512,12,67,5,1020,1055,Other
2552,18,218,75,875,1050,Other
2789,7,551,55,240,912,Other
2427,27,234,64,631,660,Other
3073,9,30,1,3615,2292,Spruce
3049,24,531,39,571,1544,Spruce
2843,15,30,1,1146,2208,Spruce
2431,25,212,47,258,524,Other
3054,24,552,44,573,1541,Spruce
2828,25,60,14,1315,2624,Other
2843,27,108,34,1342,2676,Other
2858,16,218,76,902,3010,Other
2401,25,210,72,201,569,Other
3083,3,330,26,3208,1379,Other
2866,23,162,69,1200,2847,Other
2855,20,180,72,960,3059,Other
2773,19,60,21,361,2568,Other
2719,10,376,37,446,1158,Other
2454,17,124,46,277,390,Other
3415,32,30,22,2969,2161,Spruce
2360,25,85,20,90,875,Other
2914,21,124,44,1290,1951,Other
2820,23,95,40,932,3127,Other
3296,11,531,109,666,1140,Other
2436,23,234,23,150,421,Other
2467,10,162,50,182,331,Other
3002,3,212,17,2040,1177,Other
3254,15,391,87,730,960,Other
2959,10,708,252,524,1591,Other
2960,10,726,257,537,1570,Other
2952,16,703,248,564,1592,Other
3169,19,212,8,3530,1951,Spruce
3220,17,277,61,816,842,Other
2897,13,495,65,577,1370,Other
2721,16,450,59,499,1100,Other
2409,19,285,79,42,484,Other
3194,34,485,81,845,1742,Spruce
2973,7,30,0,2007,2710,Spruce
2932,19,616,100,671,1560,Other
2930,18,595,98,685,1542,Other
2432,25,120,72,467,1142,Other
2913,22,541,206,577,1761,Other
2918,22,595,214,618,1699,Other
2922,20,616,90,685,1602,Other
2344,11,30,-1,124,760,Other
3168,10,90,15,1434,2345,Spruce
2911,8,443,79,684,1492,Other
2409,29,67,46,531,1187,Other
3239,20,212,52,918,918,Other
3098,14,201,3,1369,430,Spruce
2907,7,417,75,713,1518,Other
2841,5,716,15,660,1323,Spruce
2390,32,90,31,537,1179,Other
3524,2,300,110,2912,1909,Spruce
3042,21,285,62,2531,1323,Other
2863,26,433,160,631,1867,Other
2873,26,469,169,658,1826,Other
2368,21,30,8,467,1298,Other
2371,17,95,35,201,731,Other
2842,23,404,141,698,1891,Other
2862,23,525,30,819,1723,Other
2884,11,426,52,836,1657,Other
3490,17,534,56,2739,1871,Spruce
3323,10,319,62,992,1208,Other
2840,23,497,144,819,1782,Other
2888,7,319,56,800,1477,Other
2356,19,30,1,366,977,Other
3255,18,180,40,1831,2320,Spruce
2877,15,342,89,1509,2839,Spruce
2888,7,319,56,824,1500,Other
2364,4,0,0,541,1358,Other
3315,14,277,54,1052,1224,Other
2730,7,0,0,488,2473,Other
2823,16,443,128,872,1831,Other
2888,9,319,62,849,1524,Other
2356,16,30,10,390,942,Other
2730,8,30,0,514,2431,Other
2811,16,402,116,886,1873,Other
2389,27,30,5,510,1284,Other
2496,13,192,29,30,511,Other
3034,14,180,5,1687,1187,Spruce
2867,19,379,35,987,1801,Other
2788,13,323,93,912,1956,Other
2949,12,42,-3,379,1265,Spruce
2936,16,60,-9,323,1209,Spruce
2799,10,150,26,828,2694,Other
2759,6,0,0,671,2509,Other
3348,23,390,133,2059,2067,Spruce
2764,2,0,0,726,2527,Other
2748,21,170,50,875,1984,Other
2681,9,309,73,499,153,Other
2474,16,242,60,180,700,Other
2751,16,190,56,939,1926,Other
2805,10,313,17,1032,1230,Spruce
2731,15,371,-10,721,360,Other
2699,11,430,-24,671,180,Other
2537,12,324,68,60,540,Other
3475,25,750,260,2420,1806,Spruce
3077,18,268,1,1831,1015,Spruce
2931,10,350,57,1900,2554,Other
2778,11,30,5,841,2567,Other
2835,20,309,151,1100,1825,Other
2738,14,335,-3,752,391,Other
2707,11,379,-17,725,242,Other
2695,11,402,-27,698,182,Other
2685,11,430,-35,674,124,Other
2436,20,108,22,306,828,Other
3339,8,134,13,1293,1560,Spruce
3148,12,162,13,1746,700,Spruce
2814,20,256,126,1100,1806,Other
2826,13,339,38,1090,1381,Other
3259,17,150,38,3878,1392,Other
3082,12,319,77,2576,1741,Other
2787,8,0,0,907,2547,Other
2732,8,0,0,760,2114,Other
2729,10,0,0,765,2097,Other
2720,18,90,25,997,1861,Other
2806,25,242,123,1140,1771,Other
2806,4,247,23,940,845,Other
2706,17,335,-15,765,228,Other
2688,11,376,-28,731,150,Other
2649,10,376,45,573,175,Other
3218,27,339,93,4412,1544,Spruce
2918,9,30,9,2010,2116,Spruce
2702,15,42,7,984,1855,Spruce
3219,20,108,41,4176,1405,Other
3094,7,212,33,2408,2084,Other
3015,7,30,0,1980,3097,Other
2954,8,335,73,2029,2497,Other
2797,8,30,4,990,2551,Other
2520,14,420,154,876,1368,Other
2468,27,134,77,569,1087,Other
2452,29,90,38,350,914,Other
2925,8,0,0,2070,2135,Spruce
2919,6,454,138,1200,1766,Other
2733,11,228,12,872,324,Other
3247,21,30,11,3985,1283,Other
3069,29,212,-43,570,1544,Spruce
3101,5,376,24,2620,1889,Spruce
2765,25,170,82,1275,1642,Other
2739,26,127,58,1328,1583,Other
2539,9,488,169,987,1262,Other
2779,7,0,0,972,2143,Other
2770,13,30,5,1158,949,Other
3313,7,182,17,3900,2442,Other
3085,12,306,47,693,1643,Spruce
2734,10,30,-1,1092,711,Other
3067,1,150,-1,2343,2028,Other
2759,7,0,0,1207,942,Other
2657,17,458,69,661,469,Other
2950,15,30,9,2280,2133,Spruce
2901,9,518,113,1410,1624,Other
2783,11,60,2,1292,1120,Other
3306,5,85,4,3833,2348,Other
3183,31,426,131,1031,1846,Spruce
2881,12,216,-2,1549,2835,Other
3285,10,0,0,3877,2148,Other
2552,8,30,1,331,1226,Other
2541,8,0,0,212,1338,Other
3400,19,67,8,3654,2735,Other
3235,11,30,0,3985,1848,Other
3202,4,0,0,4157,1556,Other
2675,10,0,0,1450,1414,Other
2583,4,362,22,488,768,Other
3242,21,150,40,4186,1403,Other
2684,8,0,0,1146,579,Other
2539,10,60,4,150,1482,Other
3336,18,0,0,3644,2423,Other
3330,17,0,0,3653,2395,Other
3120,10,309,46,2030,2419,Other
2707,16,30,8,1441,1383,Other
2689,18,67,7,1542,1319,Other
3362,6,541,77,1800,1909,Spruce
2732,23,42,15,1396,1425,Other
2591,21,153,43,350,1315,Other
2557,18,95,24,216,1477,Other
3366,18,42,7,3560,2486,Other
2605,6,459,-34,743,741,Other
2599,23,180,51,342,1355,Other
3420,26,430,110,3591,854,Spruce
3308,16,395,23,1579,2093,Spruce
3104,9,134,23,1507,2984,Spruce
2614,10,395,-25,807,738,Other
2632,13,382,73,579,977,Other
3355,10,297,38,3773,785,Spruce
2734,19,108,28,1590,1237,Other
2633,7,182,-6,990,700,Other
3371,8,85,16,3510,2343,Other
2632,3,240,-7,960,742,Other
2644,8,362,91,607,1106,Other
2867,21,120,2,170,859,Spruce
2763,8,0,0,1410,1682,Other
2727,11,67,9,1544,1282,Other
2732,16,95,16,1570,1250,Other
2573,23,108,37,335,1597,Other
2562,22,85,26,331,1624,Other
2543,17,42,10,331,1668,Other
2975,23,120,-3,443,1123,Spruce
2636,5,210,-3,1022,794,Other
2648,6,488,89,702,1041,Other
2646,13,283,110,433,1456,Other
2569,23,108,33,361,1638,Other
3110,4,192,41,1320,2947,Other
2737,10,124,10,1599,1231,Other
2623,13,0,0,1231,815,Other
2576,23,127,43,391,1652,Other
2566,23,108,33,390,1640,Other
3382,5,150,13,3406,2279,Other
3666,20,994,411,2613,1129,Spruce
3304,10,342,45,2503,1434,Other
2757,21,283,92,1814,1034,Other
2518,14,120,9,309,1425,Other
2464,1,0,0,30,1266,Other
3383,5,190,14,3388,2242,Other
3452,22,598,167,2121,1543,Spruce
2750,15,180,15,1633,1218,Other
2787,17,295,74,1775,1048,Other
2650,5,446,102,616,1364,Other
3077,31,300,90,2689,2522,Other
3021,33,300,16,2249,3007,Other
2768,19,212,35,1682,1158,Other
2726,24,330,118,1793,1429,Other
2623,29,120,0,1381,924,Other
2600,25,0,0,1284,904,Other
2655,8,443,127,679,1338,Other
2483,10,90,-2,175,1254,Other
3441,18,30,-1,3256,2460,Other
3423,24,90,-2,3273,2401,Other
2786,7,30,-4,1593,1698,Other
2786,5,42,0,1591,1673,Other
2779,14,256,44,1733,1099,Other
2590,30,60,-20,1350,942,Other
3472,35,42,19,3194,2571,Other
3258,10,150,19,2667,1605,Other
2802,16,376,86,1853,966,Other
2605,17,190,42,1489,1006,Other
2478,9,120,16,153,1158,Other
3138,27,124,-14,912,1273,Spruce
3357,16,335,37,2563,1537,Other
2776,14,295,35,1746,1126,Other
2800,21,313,65,1788,1050,Other
2804,19,323,71,1800,1032,Other
3448,2,30,3,3178,2412,Other
3508,22,811,223,2383,1261,Spruce
3308,17,212,23,2672,1601,Other
2832,4,30,-2,1718,1892,Other
2599,11,295,71,601,1506,Other
3277,14,124,8,2729,1661,Other
2657,26,162,73,1836,1282,Other
2574,19,210,36,1101,1148,Other
2597,25,182,69,1006,1250,Other
2607,21,258,77,853,1425,Other
2827,20,424,84,1889,977,Other
2835,11,457,99,1934,900,Other
2970,18,192,42,480,785,Spruce
3370,5,150,10,1567,914,Other
3373,7,162,9,1597,895,Other
2584,13,175,46,1215,1172,Other
2546,15,376,60,511,1158,Other
3185,9,726,104,1237,2393,Spruce
2607,12,382,93,787,1573,Other
2918,6,661,287,702,511,Other
3366,4,150,12,1485,934,Other
3394,8,319,28,1782,741,Other
3304,13,30,7,2867,1797,Other
2585,25,30,10,1848,1328,Other
2579,26,0,0,1800,1304,Other
2602,23,234,90,900,1575,Other
3421,14,525,52,2024,618,Other
2822,9,330,56,2093,732,Other
3272,12,127,-2,2980,1917,Other
3209,14,268,44,3060,2054,Spruce
2679,12,30,6,2285,674,Other
2598,10,30,1,2173,1301,Spruce
2560,13,30,11,1381,1269,Other
3505,22,902,220,2506,1113,Spruce
3395,6,350,35,1736,703,Other
3423,7,481,74,2685,1364,Other
2845,10,582,82,2032,924,Other
3035,24,42,-2,648,793,Spruce
2713,6,0,0,2370,524,Other
2707,8,0,0,2363,541,Other
2551,7,0,0,1431,1328,Other
3375,13,124,26,2873,1579,Other
2870,12,582,104,2116,816,Other
2696,10,60,-6,2382,551,Other
2538,14,42,4,1300,1443,Other
3481,18,875,196,2476,1154,Spruce
3291,24,300,12,1663,1742,Spruce
3398,12,247,49,2852,1468,Other
2847,21,362,81,2230,616,Other
2553,14,319,57,895,1207,Other
2551,11,319,97,708,997,Other
3413,14,484,54,1819,573,Other
3361,20,90,12,2992,1664,Other
3306,12,162,-13,3085,1868,Other
3282,14,234,-22,3115,1973,Other
2868,10,696,94,2139,886,Other
2610,20,212,67,1663,1415,Other
2549,23,120,29,1260,1570,Other
2520,16,30,4,1173,1641,Other
2538,23,108,34,1064,1584,Other
3471,17,872,186,2468,1176,Spruce
3397,11,216,48,2931,1476,Other
3350,9,124,1,3046,1698,Other
2887,12,607,121,2201,767,Other
2888,11,579,122,2210,741,Other
2715,16,120,2,2478,443,Other
2570,24,150,40,1321,1572,Other
2537,15,277,82,757,957,Other
3350,8,162,1,3086,1708,Other
2734,15,150,21,2520,379,Other
2650,16,108,27,2410,1110,Other
2629,16,190,33,2250,1572,Other
3446,4,799,161,2379,1291,Spruce
3432,21,552,79,1813,534,Other
2882,11,741,116,2226,847,Other
2751,15,190,38,2550,335,Other
