Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
875,Political+stability,2015-03-20,Jean-Claude Trichet and the Irish bailout: A timeline," Opinion: Too early to count on savings for Irish budget    
            "
876,Political+stability,2015-02-27,The Government can’t buy the next general election –  it hasn’t got the money," Almost six years after the economic crisis began, Europe cannot afford to face into a prolonged period of stagnation    
            "
877,Political+stability,2015-02-27,"Merkel, Draghi refuse to panic over market wobbles"," Jeroen Dijsselbloem says tapping ESM fund for Bank of Ireland and AIB ‘politically difficult’   
            "
878,Political+stability,2015-02-20,Bank account data exchange backed by EU ," It’s six months this weekend since we exited the bailout and said goodbye to the troika – until their next visit, anyway. ‘Irish Times’ journalists assess how we’re doing, with a graphical guide by Pamela Duncan  
            "
879,Political+stability,2015-02-03,Europe: mending a bad marriage," If there is one lesson from the past 100 years it is that we are doomed to co-operate    
            "
880,Political+stability,2015-01-16, Noonan faces tough balancing act on Irish debt deals," A new analysis of financial crises contrasts with former treasury secretary Tim  Geithner’s   
            "
881,Political+stability,2015-01-16,Deflation threatens to derail Euro recovery," Some challenges remain despite the nation’s remarkable turnaround   
            "
882,Political+stability,2015-01-09,Eurogroup president plays down possibility of Irish bank debt relief," Opinion: Beijing needs to reform before opening national savings of $5 trillion to the world   
            "
883,Political+stability,2015-01-07,Ireland: an economic snapshot,"   Four years after the country became the first in the euro zone to seek an EU-IMF bailout, its economy might just be turning a corner 
            "
884,Political+stability,2014-12-31,Quarter of a century in an era of global capitalism,"
"
885,Political+stability,2014-12-19,Why banking crises happen in the United States but not in Canada,"     Leaders have taken  euro out of crisis despite  end-of-the-world scenarios, says  Schäuble 
            "
886,Political+stability,2014-12-05,Portugal’s bailout exit would have been unthinkable just six months ago,"
"
887,Political+stability,2014-12-02,Chinese savers can change  the world," Opinion: In the short term there is a prospect of a spurt of growth but attention needs to be paid to sowing the seeds of long-term prosperity   
            "
888,Political+stability,2014-11-06,Greece hopes it can wave goodbye to austerity era," Its system needs to move from corruption to honesty, opacity to transparency, discretion to predictability, and from looking after the privileged to serving the people.
            "
889,Political+stability,2014-10-18,Asia Briefing: Resilient Thailand struggles on ," Democracies have to recognise their failures to counter a China that sees itself as an ideological rival
            "
890,Political+stability,2014-10-16,Draghi favours quick break in link between sovereign and bank debt," Firms setting up in Ireland know under what laws they will operate
            "
891,Political+stability,2014-10-15,Full transcript of Weidmann interview," Companies under scrutiny include HNA, owner of Irish leasing firm Avolon
            "
892,Political+stability,2014-09-13,High mobility of capital and technology means prospects of economy are unclear," President’s decision to sack finance minister could have dire economic consequences   
            "
893,Political+stability,2014-09-11,Martin Wolf: Brazil’s crisis presents an opportunity," European bond markets have been rattled by political uncertainty of late   
            "
894,Political+stability,2014-09-05,West must face challenge of Xi’s Leninist autocracy," One-party Leninist rule allied with endemic corruption does not bode well for future   
            "
895,Political+stability,2014-06-19,John FitzGerald: A fair legal framework is crucial for business," Country ranks highly in terms of supply chain resilience in study of 130 nations   
            "
896,Political+stability,2014-06-14,China’s banking regulator targets firms investing heavily overseas," Hotel Chocolat; grimacing at the New York Stock Exchange; techie team work and a popcorn mogul   
            "
897,Political+stability,2014-06-11,Zuma dices with junk status for South Africa to bolster political hold," Millions of documents show heads of state, criminals and celebrities using secret hideaways in tax havens   
            "
898,Political+stability,2014-06-04,NTMA hits top end of range with €1.25bn bond sale," It is hard to believe that an innovative and outward-looking China can be contained indefinitely within the straitjacket of an all-powerful party-state   
            "
899,Political+stability,2014-05-06,Martin Wolf: China crisis is just a matter of time," Hopes for a stock market rally rest with Liu Shiyu of the   China Securities Regulatory Commission   
            "
900,Political+stability,2014-04-09,Ireland ‘third-safest country’ in the world for business," Chinese media lines up behind government to soothe fears about economy   
            "
901,Political+stability,2014-04-04,Planet Business," Iranian economy ‘now free of the chains of sanctions’, says President Rouhani    
            "
902,Political+stability,2014-02-11,Panama Papers: The secret offshore world of the elite," Turbulence in emerging economies such as China will be felt around the world   
            "
903,Political+stability,2014-01-25,Martin Wolf: What China does next is of utmost importance," Authorities stop circuit-breaker mechanism after it fails to stop slumps   
            "
904,Political+stability,2014-01-24,China’s new securities regulator expected to focus on  change," Country ranked fourth in the world after Denmark, New Zealand and Norway   
            "
905,Political+stability,2014-01-10,Remarks by George Soros cause  jitters as Year of the Monkey starts," Stock regulator widens probe on brokerages to include  securities firm   
            "
906,Political+stability,2017-11-08,Iran buys more than 100 Airbus aircraft after lifting of sanctions," This is barefaced cheek and such behaviour must not succeed   
            "
907,Political+stability,2017-11-01,Martin Wolf: Market turmoil means we are in for bumpy ride," Sales tax cut amid various positive signs for the Chinese economy   
            "
908,Political+stability,2017-09-01,Less-than-stellar start for China’s stock markets ,"   Minister for Finance’s economic vision is for even growth, balanced budgets and rules-based policies 
            "
909,Political+stability,2017-06-22,Ireland still among top countries to do business - Forbes," Several leading Brazilian firms suffer credit downgrade amid country’s worst recession in decades   
            "
910,Political+stability,2017-04-08,China stocks tumble most since summer slump,"   A growing deficit and political divisions  leaves Brazil on the brink 
            "
911,Political+stability,2017-02-09,Martin Wolf: Resist Russia’s blackmail over Ukraine’s debt," President vows  to go after powerful “tigers” as well as lowly “flies”   
            "
912,Political+stability,2016-12-13,China cuts  tax on smaller cars to help economy," However observers say that Spain is not immune to contagion   
            "
913,Political+stability,2016-05-13,Noonan’s core theme: no return to boom and bust follies of the past ," Athens has been through at least four bankruptcies in the not so distant past   
            "
914,Political+stability,2016-05-13,Brazilian firms have credit ratings cut to junk," German philosopher accuses chancellor of undermining EU and its common currency    
            "
915,Political+stability,2016-04-03,Brazil’s 2016 budget intensifies fear of financial crisis," President Vladimir Putin of Russia has denounced the Fifa arrests as yet another example of the abuse of US power   
            "
916,Political+stability,2016-03-23,China raps state-owned firms for lack of party loyalty," What is needed is not more finance, but better finance   
            "
917,Political+stability,2016-02-22,Spanish government positive despite market rumblings," Affluent Chinese and a weak euro are both big factors in sizzling luxury travel outlook   
            "
918,Political+stability,2016-02-02,Greek debt standoff a case of deja vu all over again ," Brazilian oil firm attempts to re-establish credibility after political corruption scandal   
            "
919,Political+stability,2016-01-17,"Greek crisis: Merkel placing investors above democracy, says Habermas"," End of annual parliament in China prompts reform calls   
            "
920,Political+stability,2016-01-13,Fifa case shows us where the global power still lies," National People’s Congress seeks to assuage widespread concern about food safety   
            "
921,Political+stability,2016-01-12,Martin Wolf: Why finance is too much of a good thing," A deomcratic and law-governed Ukraine would shake the Russian kleptocracy   
            "
922,Political+stability,2015-12-18,Luxury tourism on the rise," Most observers believe Greece could find the €4.3bn it needs to pay the IMF next month    
            "
923,Political+stability,2015-11-27,Petrobras to publish overdue 2014 results," Asia Briefing: narrow economy built on finance and property has added to city’s difficulties   
            "
924,Political+stability,2015-10-21,St Patrick’s Day and China’s NPC offer insights into Ireland’s relationship with Asia," State loses top spot in ‘Forbes’ annual list but still ranks sixth for ‘investor protection’   
            "
925,Political+stability,2015-10-06,Food safety focus at China’s annual parliament an opportunity for Ireland," Odlums ‘flour power’, Tesco ‘kitchen-sinking’, Prince William, Bill Gates and Mike Jeffries   
            "
926,Political+stability,2015-09-18,Onus is on West to help Ukraine with finance ," Consequences if Supreme Court suit were to prevail would be grotesque   
            "
927,Political+stability,2015-09-11,Martin Wolf: a deal to bring modernity to Greece," There are many  ways in which dominant businesses can harm us   
            "
928,Political+stability,2015-09-04,Hong Kong tries to redefine its role after democracy protests," Ten malls to open in next two years as city tries to compete with Hong Kong   
            "
929,Political+stability,2015-07-20,Ireland: fourth best little country in which to do business," Rise in  market driven by young consumers   
            "
930,Political+stability,2015-06-29,Planet Business," EY global fraud survey finds 21% of CEOs  had been approached to pay a bribe   
            "
931,Political+stability,2015-06-26,Millions of Americans may miss out on healthcare on the basis of an obvious typo," Narendra Modi  is promising to spread the perceived successes of Gujarat to the rest of the country   
            "
932,Political+stability,2015-06-23,Monopolies are no friend of a healthy democracy,"   Four years after the country became the first in the euro zone to seek an EU-IMF bailout, its economy might just be turning a corner 
            "
933,corruption,2015-06-02,Shenzhen ramps up its retail therapy spaces," Oxford economist  comes close to drawing a thread between Trevelyan and Trichet   
            "
934,corruption,2015-05-27,China’s luxury boom offers opportunities for Ireland,"
"
935,corruption,2015-05-26,One in 10 CEOs believe it’s justifiable to cook the books to survive economic downturn," State visit next week of king lays groundwork for deeper economic co-operation
            "
936,corruption,2015-04-20,India’s new PM likely to remodel our world," Disorderly Brexit ‘could plunge the economy into a recession’
            "
937,corruption,2015-03-24,Greece hopes it can wave goodbye to austerity era," European Commission predicts 3.4% rate in 2020
            "
938,corruption,2015-03-17,Drawing parallels between austerity in Greece and the Irish famine," CBI regional chief Angela McGowan is concerned for future of North’s economy
            "
939,corruption,2015-02-11,Asia Briefing: Capital may shut but Thailand goes on," Martin Wolf: Doubts linger about President Xi’s commitment to private enterprise
            "
940,corruption,2015-02-04,Will the Irish economy go Dutch after Brexit?," Government plans to stick with strategy of targeted policy support
            "
941,corruption,2015-01-19,"Irish property market at risk of new boom to bust cycle, OECD warns"," Corporate defaults are on the rise and bad debt at banks is reaching a level not seen in nearly 20 years
            "
942,corruption,2014-12-19,"State’s GDP growth to slow to 3.8%, EU forecast warns"," The aim is to protect the EU’s industrial base from what is seen as predatory competition from China and threats from trade wars
            "
943,corruption,2014-12-12,'Thundering disgrace' - Business hits out at North’s lack of Brexit influence," Closure of San Ysidro border crossing last year has led to financial hardship for many
            "
944,corruption,2014-11-11,China’s economy stabilising but risks lie ahead," Democrats query Trump’s connection to the Russian owner of Shannon alumina plant
            "
945,corruption,2014-08-13,China’s economic performance ‘stable’ says premier," If UK imports chlorine-washed chicken from US, what stops it entering Irish and EU markets without checks?
            "
946,corruption,2014-08-05,China sets lower GDP target as US trade war bites," Simon Coveney plans biggest expansion of embassy network since Independence
            "
947,corruption,2014-08-05,Germany and France say EU ‘champions’ needed to take on Chinese and US rivals," Chinese retail sales grow at slowest pace in 15 years
            "
948,corruption,2014-06-13,Californian and Mexican businesses struggle with border uncertainty," Smart Money: Irish economic data is being severely skewed by the multinationals
                    "
949,corruption,2014-05-21,Lifting of US sanctions on Aughinish brings relief and controversy," Paris-based policy forum cut GDP growth projections from 3.8% to 3.7%
            "
950,corruption,2014-04-04,Is there any way to avoid a hard Border in a no-deal Brexit?," Commission president’s comments likely to cause disquiet within Government
            "
951,corruption,2014-03-09,Ireland grows diplomatic footprint as Brexit looms," But ‘strong growth’ is still predicted until supply catches up with demand around 2021 ratings agency says
            "
952,corruption,2014-01-14,Chinese data show economy slowing despite stimulus," Trump also declared China won’t outlast the US in the trade war between the superpowers
            "
953,corruption,2019-06-07,Is Ireland’s 9% growth forecast the return of Leprechaun economics?," Both Mr Draghi and the head of the Bank of Japan to miss Jerome Powell’s speech
            "
954,corruption,2019-05-21,"Global economic growth has peaked, OECD says"," Donald Trump’s criticism of Fed will have to be addressed
            "
955,corruption,2019-05-07,"EU should scrap national vetoes on tax, says Juncker"," At least six cargoes of US coal were due to arrive this month, shipping data showed
            "
956,corruption,2019-04-12,Irish house prices are heading for ‘soft landing’ - S&P," President Erdogan turns ire on ubiquitous iPhone, symbolic of muscular US trade policy
            "
957,corruption,2019-04-03,Trump threatens to pull out of World Trade Organisation," President Erdogan says Turkey will boycott US electronic products in latest retaliation
            "
958,corruption,2019-03-28,ECB president Mario Draghi to miss Jackson Hole speech," Anyone doing business with Iran will not do business with the US, president vows
            "
959,corruption,2019-03-05,What to expect from Federal Reserve chair’s Jackson Hole speech," China and US ministers meet in Singapore to talk about rising tensions
            "
960,corruption,2019-02-20,Chinese traders ditch cheap US coal as tariffs loom," Beijing does not want to sideline US, as Europe seeks common front against tariffs
            "
961,corruption,2019-02-01,"As economy worries mount, Turkey prepares to battle it out"," Latest payrolls data points to steady growth and modest inflation pressures
            "
962,corruption,2019-02-01,Turkey set to ban sale of iPhones as trade dispute with US deepens," Warning is first time European Commission has set out detailed response to tariffs threat
            "
963,corruption,2019-01-23,"Defy Trump on Iran sanctions, EU foreign policy chief urges firms"," Tax will apply to products from whiskey and motorcycles to peanuts and cranberries
            "
964,corruption,2019-01-01,China vows to impose tariffs on $60bn of US imports," Wolfgang Münchau: It was not designed as a geopolitical instrument
            "
965,corruption,2018-12-14,China extends olive branch to US at summit with EU," Trump trade tariffs limit room for manoeuvre as hardliners argue against change
            "
966,corruption,2018-09-27,US job growth strong but unemployment rate rises to 4%," Martin Wolf: Beijing must recognise the shift in American perceptions and make some concessions
            "
967,corruption,2018-09-20,EU warns Donald Trump that retaliation for car import tariffs will cost US $300bn," The men in charge of negotiating Britain’s exit from the EU are divided by culture, politics and personality but united on one thing — they need to finish the job
            "
968,corruption,2018-09-12,EU slaps tariffs of €2.9bn on American products," Premier Li wary of looming trade war with US as he targets risks to financial system in opening work report
            "
969,corruption,2018-09-03,Euro must be made more robust to rival the dollar," European Parliament member claims foreign purchases threat to strategic industries
            "
970,corruption,2018-08-31,Xi Jinping to outline economic reforms amid trade tension," Whatever way it is sliced and diced, the UK will become a mid-table satellite of the EU, just like Canada is to the US
            "
971,corruption,2018-08-24,How China can avoid a trade war with the US," There is no doubt Brexit will be bad for Irish trade with UK but it’s uncertain as to just how bad it will be
            "
972,corruption,2018-08-23,Meet the Brexit negotiators: David Davis and Michel Barnier," The Dow Jones index of shares has gained almost 33% since Trump’s inauguration
            "
973,corruption,2018-08-22,China targets GDP growth of 6.5% while moving to cut debt," Solar panels and washing machines hit by new import duties
            "
974,corruption,2018-08-20,EU looks to tighter investment screening as unease over China grows," The Crash – 10 years on: Housing market the main danger facing recovering economy
            "
975,corruption,2018-08-14,Britain’s Brexit destiny is to become Canada," Centre-left IPPR suggests compromise for the “the 70 per cent of people who want a sensible deal”
            "
976,corruption,2018-08-07,Post-Brexit losses unlikely to be on scale envisaged by Copenhagen study," Failure to prevent overheating of economy would greatly raise risk of subsequent recession
            "
977,corruption,2018-08-03,Cliff Taylor: The success of Trumponomics has confounded sceptics," Trade agreement under renegotiation has benefited US and Canada as well as Mexico
            "
978,corruption,2018-07-16,Trump angers trade partners with protectionist tariffs," Tariffs for 187 product categories will drop from an average 17.3 per cent to 7.7 per cent
            "
979,corruption,2018-07-06,Ireland in danger of turning boom to bust again," Wolfgang Münchau: The delusions on both sides of Brexit debate need to be scotched
            "
980,foreign+trade+policy,2018-07-01,‘Shared market’ Brexit model proposed by think-tank," Wolfgang Münchau: Necessary qualities of unity and strategic thinking are largely absent from UK government
            "
981,foreign+trade+policy,2018-06-22,John FitzGerald: Do we really want to go back to 2008 again?," By the time the trade talks reach the critical point, both sides may conclude that the price of a compromise is worth paying
            "
982,foreign+trade+policy,2018-05-28,Fruits of Nafta deal on the table," Cost of 20 cigarettes will increase by 50 cents but duties on alcohol remain untouched
            "
983,foreign+trade+policy,2018-04-08,Irish whiskey set to benefit from China’s move on import taxes," American Chamber says our reputation as a location of choice it at an all-time high
            "
984,foreign+trade+policy,2018-03-29,"Paradoxically, only hope for UK is to become more European"," French president wants to turn the euro zone into a more integrated body
            "
985,foreign+trade+policy,2018-03-16,Only sane route for Brexit is taking the Norway option," Beijing responds to US inquiry into China’s alleged theft of intellectual property
            "
986,foreign+trade+policy,2018-03-05,Wolfgang Münchau: Germany and UK interests look to align over Brexit," Caveat: Seeds of UK’s EU exit were sown in empty rhetoric of 1980s university debates
            "
987,foreign+trade+policy,2018-03-04,Budget 2018 main points: everything you need to know," Gideon Rachman: It’s all gone pear shaped in Brexit-land
            "
988,foreign+trade+policy,2018-02-21,Trump’s tax reforms ‘won’t affect US appetite for Ireland’," Employees reluctant to take up postings over lack of clarity on rights
            "
989,foreign+trade+policy,2018-02-16,Macron has big plans for France and Europe," Chief negotiator Michel Barnier is joined by a team with decades of combined experience at the heart of the European Commission
            "
990,foreign+trade+policy,2018-01-24,China says it will defend interests if US harms trade ties," Brexit, the DUP’s shopping list, North-South trade, and the need to restore the assembly
            "
991,foreign+trade+policy,2018-01-23,Brexit reveals enduring flaws in UK’s workings," Ratings agency warns acceleration in house prices needs to be monitored carefully   
            "
992,foreign+trade+policy,2018-01-06,Brexit cake is now more humble pie for Britain," Trump has frequently lashed China , describing Beijing as an ‘enemy’   
            "
993,foreign+trade+policy,2017-12-18,German business unable to plan for UK due to Brexit," The bank opted to keep interest rates on hold in May   
            "
994,foreign+trade+policy,2017-12-15,Who’s negotiating in Brexit talks for the EU?," Review could lead to protectionist tariffs and escalate trade tensions with China   
            "
995,foreign+trade+policy,2017-12-09,"Interview: Angela McGowan, the CBI’s regional director for the North"," Two leaders to discuss trade at Mar-a-lago, the US president’s country club in Florida   
            "
996,foreign+trade+policy,2017-11-24,"Risk of another housing bubble remains low, Moody’s says "," Europe’s priorities  in secession talks are set out – but  what will it mean for Irish business?   
            "
997,foreign+trade+policy,2017-11-21,US strikes trade deal with China as relations hit ‘new high’," Japanese business group to take issue with ‘no Brexit deal is better than a bad deal’    
            "
998,foreign+trade+policy,2017-11-07,Bank of England: interest rates may need to rise before late 2019," Outcome McGuinness campaigned to avoid likely to worsen  dysfunctional economy   
            "
999,foreign+trade+policy,2017-10-23,Trump order on steel imports review sparks fears," Competition commissioner Margrethe Vestager has the iPhone giant in her sights   
            "
1000,foreign+trade+policy,2017-10-10,Trump attacks China ahead of meeting with president," Walmart among US firms claiming tax changes would force up consumer prices    
            "
1001,foreign+trade+policy,2017-09-28,Brexit: 50 things Ireland needs to know," Free trade is defended by communist China and the US is on the verge of becoming a rogue state   
            "
1002,foreign+trade+policy,2017-08-19,Brexit: 40 European business lobbies warn of threat ," US stocks hold steady while  the dollar eases back against  rivals after inauguration   
            "
1003,foreign+trade+policy,2017-08-15,Ciarán Hancock: Brexit shines harsh light on North’s economy," The British government is split on how close a partnership it should maintain on trade   
            "
1004,foreign+trade+policy,2017-08-04,Getting to the core of Europe’s case against Apple and Ireland," Bomb attacks by Isis and separatists, currency woes and coup all contribute to woes   
            "
1005,foreign+trade+policy,2017-07-11,Corporate America divided over import tax reform plan," Policies of protectionism helped to ensure  Ireland was a backwater for 50 years   
            "
1006,foreign+trade+policy,2017-06-28,Martin Wolf: ‘America first’ reads like a declaration of economic war ," Market movements as US president-elect meets press underline Trump effect   
            "
1007,foreign+trade+policy,2017-06-19,Markets give muted reaction to Donald Trump  speech," Business review of 2016: Challenges for next year include Trump’s election, Brexit, euro zone issues and the threat of election-related upheavals in Europe   
            "
1008,foreign+trade+policy,2017-06-15,Refresher: What is the customs union  and why might the UK leave it?," Move could be good for Irish exporters but Trump’s fiscal plans throw spanner in works   
            "
1009,foreign+trade+policy,2017-05-16,Turkey’s continuing economic troubles border on crisis," ESRI conference told of  mammoth challenge facing Britain after it withdraws   
            "
1010,foreign+trade+policy,2017-05-12,John FitzGerald: What to expect from long-term Brexit effects," Short-term gain for long-term pain is what the US could be looking at under Donald Trump   
            "
1011,foreign+trade+policy,2017-05-11,Pharma shares sway as Trump hints at harsh medicine," Trump’s ‘America first’ trade and tax policy will have major implications for Ireland    
            "
1012,foreign+trade+policy,2017-04-20,"After 2016, economic forecasting for 2017 has got to be perilous"," Trump promised protectionist measures during his election campaign    
            "
1013,foreign+trade+policy,2017-03-31,The US rate hike – what does it mean for Ireland?," New US president’s trade and tax policies carry risks for a small, open economy like ours   
            "
1014,foreign+trade+policy,2017-03-31,"UK will have to renegotiate 56 trade deals, says economist"," Cost of a ‘hard Brexit’ to Ireland in some areas may be even worse than in UK   
            "
1015,foreign+trade+policy,2017-03-28,Goldman warns of possible stagflation under Trump presidency," Department of Finance and top State agency forecasts ‘severe’ long-term consequences   
            "
1016,foreign+trade+policy,2017-03-22,Ireland needs a trade strategy to avoid getting Trumped," Hopes that scheduled summit between the two blocs can go ahead    
            "
1017,foreign+trade+policy,2017-02-03,German industry group  warns of Trump protectionism," Collapse in value of sterling has wiped out profit margins of producers selling into UK   
            "
1018,foreign+trade+policy,2017-01-26,"Cliff Taylor: First Brexit, now Trump – what the result means for Ireland"," British PM’s loose talk over UK’s EU exit has heightened possibility of economic crisis   
            "
1019,foreign+trade+policy,2017-01-25,"Economic impact for us after Brexit will be ‘severe’, warns report "," Read about all the measures announced by Minister for Finance in Dáil today    
            "
1020,foreign+trade+policy,2017-01-20,Brexit effect expected to shrink economy by nearly 4% ," Brexit negotiations currently amount to a discussion held by the Tory party with itself   
            "
1021,foreign+trade+policy,2017-01-17,Belgians expected to give way on EU-Canada deal ," As Britain moves towards exit talks, the UK currency is in the firing line   
            "
1022,foreign+trade+policy,2017-01-14,Mushroom sector crisis exposes flaws in Irish response to  Brexit," Halfway houses between EU membership and hard exit from EU are uninhabitable   
            "
1023,foreign+trade+policy,2017-01-13,Martin Wolf: Markets teach Theresa May a lesson over Brexit," Think tank slashes 2017 growth outlook to 1 per cent   
            "
1024,foreign+trade+policy,2017-01-12,Budget 2017: Full text of Michael Noonan’s speech," It would be  unwise for European  politicians to push  policies to liberalise global trade and finance even further   
            "
1025,foreign+trade+policy,2016-12-30,Chris Johns: Theresa May joins ranks of delusional Brexiteers ," In economic policy speech, Republican nominee vows to cut US corporate tax rate to 15%   
            "
1026,foreign+trade+policy,2016-12-14,Chris Johns: Sterling vulnerable as hard Brexit looms," Cost of returning to work amounts to 90% of potential earnings, report notes   
            "
1027,foreign+trade+policy,2016-12-05,Martin Wolf: UK faces grim but unavoidable hard Brexit," Export Trade Council  convened to discuss  steps following Brexit referendum   
            "
1028,foreign+trade+policy,2016-11-15,German growth expected to halve in 2017 as Brexit bites," Investors had expected the first cut in more than seven years   
            "
1029,foreign+trade+policy,2016-11-09,The transatlantic trade pact that risks more harm than good," We have a shared interest in a more open, competitive EU, better equipped to face the next wave of global economic challenges   
            "
1030,foreign+trade+policy,2016-11-09,Donald Trump trains sights on luring firms back from Ireland," No one knows what the result will ultimately mean for firms in the province   
            "
1031,foreign+trade+policy,2016-11-09,Ireland’s huge childcare costs stopping people going to work," Mark Carney says can provide extra £250bn as sterling plunges to 31-year low   
            "
1032,foreign+trade+policy,2016-11-07,"New trade, tourism and investment policy to be accelerated"," Amid speculation  on  what awaits the UK, many deals and transactions are on hold    
            "
1033,foreign+trade+policy,2016-11-07,Sterling rises  as Bank of England keeps rates on hold," OECD surveys find unemployment, low investment and sluggish credit hamper growth   
            "
1034,foreign+trade+policy,2016-10-26,Danny McCoy: Brexit – Ireland must compete and collaborate with UK," Those in favour of leaving offer fantasies of damage done by staying and of opportunity opened by departure    
            "
1035,foreign+trade+policy,2016-10-14,Brexit: Northern Ireland businesses are in turmoil over  uncertain future," Vote leave campaigners challenge assertion   
            "
1036,foreign+trade+policy,2016-10-12,Bank of England has billions at the ready to defend against crisis," Attacks, war and a boycott by Russia have failed to curb trade, consumption and growth    
            "
1037,foreign+trade+policy,2016-10-11,British business braces for Brexit," The country is systemically important and suffers high and rising corporate indebtedness    
            "
1038,foreign+trade+policy,2016-10-06,Further policy fixes needed to speed up European recovery ," Fund lukewarm on Central Bank’s readiness  to relax mortgage lending restrictions   
            "
1039,foreign+trade+policy,2016-09-26,Martin Wolf: Debunking 10 Brexit shibboleths," A vote to leave EU would have profound  consequences for both countries   and EU itself   
            "
1040,foreign+trade+policy,2016-09-21,"Brexit would cost Britons a month’s salary by 2020, warns OECD"," Richard Pym says people should be encouraging relatives in UK to vote   
            "
1041,foreign+trade+policy,2016-09-08,Turkey’s economy is booming despite dark shadow of volatility ," The nearest thing the Republican’s came to an economic debate and it was still absolute nonsense   
            "
1042,foreign+trade+policy,2016-09-05,Martin Wolf: China’s future challenge for the world economy," President Macri secures €4.3bn agreement with creditors – but still faces local hurdles    
            "
1043,foreign+trade+policy,2016-08-08,IMF warns about global slowdown threat to Ireland," Regulator forecasts growth for 2016 of almost 5% but notes growing uncertainty over China and market turbulence   
            "
1044,foreign+trade+policy,2016-07-21,Brexit poses major  risks for the UK and Ireland," Oil prices continue to decline with worries over US growth   
            "
1045,foreign+trade+policy,2016-07-20,AIB chairman warns of Brexit ‘tragedy’ for Ireland,"   The Chinese government is trying to sell the idea of slower, consumption and services-based growth 
            "
1046,foreign+trade+policy,2016-07-14,"Trump and Romney, a dialogue of the daft"," Turbulence in emerging economies such as China will be felt around the world   
            "
1047,foreign+trade+policy,2016-07-04,Argentina debt deal opens door  to return to markets," Free movement of cash  cannot be sustained  when the  costs are so devastating   
            "
1048,foreign+trade+policy,2016-07-01,Central Bank says money for tax cuts should go towards deficit," The Central Bank governor spoke to Arthur Beesley, economics editor of The  Irish Times   
            "
1049,foreign+trade+policy,2016-06-24,US and European stock markets fall sharply again," General election and possible Brexit will be key determinants of economic health in 2016    
            "
1050,foreign+trade+policy,2016-06-17,China is facing into a period of  painful economic adjustments ," New data also shows economic growth led by private, government consumption   
            "
1051,foreign+trade+policy,2016-06-10,Martin Wolf: Market turmoil means we are in for bumpy ride," Controling inflation  by    manipulating    the cost of borrowing is tricky business   
            "
1052,foreign+trade+policy,2016-04-27,Whisper it: capital controls might be on the way back," If it were to happen, a decision by the Fed to tighten now would  look downright foolish   
            "
1053,foreign+trade+policy,2016-04-27,Philip Lane interview: edited transcript," Bank sees next recession driven by emerging markets   
            "
1054,foreign+trade+policy,2016-04-16,Testing times ahead for nascent economic recovery," Investors remain jittery, with good reason   
            "
1055,foreign+trade+policy,2016-03-29,German business morale shrugs off VW scandal," The real test of the Communist Party’s popularity may have arrived as economy slows   
            "
1056,foreign+trade+policy,2016-03-17,Analysis:  What does the Fed decision mean?," Currency intervention seen as attempt to stimulate exports and boost stalling growth   
            "
1057,foreign+trade+policy,2016-03-10,Martin Wolf: ‘Made in China’ recession perfectly plausible," Increased investment in skills, infrastructure and innovation key to sustaining prosperity   
            "
1058,foreign+trade+policy,2016-03-09,Citigroup  sounds alarm bells over world economy," China has a short window of opportunity to build the infrastructure it needs   
            "
1059,foreign+trade+policy,2016-03-08,Paul Krugman: Persistent global weakness is the new normal," State now pays higher interest on overpaid corporate taxes than banks do on deposits   
            "
1060,foreign+trade+policy,2016-03-05,Stability or openness: can China now manage both?,"   Mining and  tourism present opportunities, but many will resist the ailing economy and 51%   indigenisation law 
            "
1061,foreign+trade+policy,2016-01-26,Chinese central bank devalues yuan by nearly 2%," Smaller trade surplus of $3.1 bn recorded last month   
            "
1062,foreign+trade+policy,2016-01-20,Beyond 2020: tweaking Ireland’s growth model," End of annual parliament in China prompts reform calls   
            "
1063,foreign+trade+policy,2016-01-15,China faces challenges in Asia ," ‘Brexit’ would raise questions over the sustainability of the European system itself   
            "
1064,foreign+trade+policy,2016-01-13,Danish companies win higher interest by overpaying taxes," To keep pace with competing jurisdictions Ireland must increase its capital spending Council says   
            "
1065,foreign+trade+policy,2016-01-11,"There are barriers, but investing in Zimbabwe could pay off long term"," Agency expects economy to grow by more than foreseen   
            "
1066,foreign+trade+policy,2016-01-08,China’s March exports shrink 15%  in surprise fall," Country ranked in 6th and 13th place respectively in two new major international surveys   
            "
1067,foreign+trade+policy,2015-12-30,St Patrick’s Day and China’s NPC offer insights into Ireland’s relationship with Asia," Africa Ireland Economic Forum delegates told that trade is expected to soar over coming years   
            "
1068,foreign+trade+policy,2015-11-24,Ireland cannot avoid fallout from any British exit from the EU ,"   David O’Sullivan, the new EU ambassador to the US, is assuming the role at an important political moment  
            "
1069,foreign+trade+policy,2015-09-17,Competitiveness Council calls for investment in infrastructure," ‘The road we have travelled to get to this point has been very difficult and the Irish people have made major sacrifices’   
            "
1070,foreign+trade+policy,2015-09-16,Standard & Poor’s upgrades Ireland’s debt rating, with a pro-rata increase on other tobacco products. This will bring the price of cigarettes in the Most Popular Price Category to €10. In addition
1071,foreign+trade+policy,2015-09-09,Ireland ranks highly for talent and as a place to do business, our public finances would not now be under control and our economy would not be growing. I believe this Budget is the right approach for Ireland at this point in our recovery.
