Economical_ID,Name_Economical,Date_Economical,Headline_Economical,Description_Economical
2658,Interest rates,2014-06-06,Another missed opportunity in the EU’s monetary mess," Lack of proper euro government bond market is why euro experiment is a mess   
            "
2659,Interest rates,2014-06-05,UK house prices record strongest monthly rise since 2002," Demand, supported by strengthening recovery, sees prices jump by 3.9% in just one month   
            "
2660,Interest rates,2014-06-05,ECB cuts rates to 0.15% to stimulate recovery," Tracker mortgage holders in Ireland set to gain from latest rate reduction   
            "
2661,Interest rates,2014-05-28,‘Stability’ leads to one crisis after another," Must the government rescue the system when huge crises occur?    
            "
2662,Interest rates,2014-05-26, Lagarde calls for closer cooperation among central banks," IMF managing director says crisis showed potential gains could be huge in times of distress   
            "
2663,Interest rates,2014-05-26,Draghi attends Lisbon meeting ahead of key fiscal decisions ," ECB policymakers say they’re working on package of possible measures for  June 5th policy meeting
            "
2664,Interest rates,2014-05-23,Let’s get rid of nationalistic noise and vote Canadians for the ECB ," One size fits nobody at the European Central Bank   
            "
2665,Interest rates,2014-05-22,Fed lays groundwork for retreat from monetary policy," Minutes of latest meeting detail discussion of how they will remove trillions of dollars from  system   
            "
2666,Interest rates,2014-05-20,ECB considers  holding interest rate meetings every six weeks," Proposed timetable echoes that of the US Fed, which has eight scheduled meetings a year    
            "
2667,Interest rates,2014-05-20,Irish are suffering ‘austerity fatigue’," Official says confidence is returning   
            "
2668,Interest rates,2014-05-16,Continuing US and British recovery will benefit us," Chris Johns says growth has been positive for a year now and momentum is expected to continue, perhaps helped by that ECB easing   
            "
2669,Interest rates,2014-05-15,Bank of England’s Broadbent sees no British mortgage boom," Rise in house prices ‘not surprising’ as market recovers along with the rest of the economy   
            "
2670,Interest rates,2014-05-14,Time for Mario Draghi to open the sluice," The recovery in confidence is too fragile, and the revival of growth too feeble    
            "
2671,Interest rates,2014-05-13,Ireland’s borrowing costs stay near record lows ," Yield on 10-year bonds just 0.2% higher than last week’s all-time low   
            "
2672,Interest rates,2014-05-08,Bank of England sticks with low rates even as recovery builds," But Britain’s economic recovery is picking up speed and house prices are rising strongly   
            "
2673,Interest rates,2014-05-08,Yellen cites housing and global tensions as economic risks," Fed chair says US economy still needs  support given ‘considerable slack’ in  labour market   
            "
2674,Interest rates,2014-05-08,Yellen warns Congress on US housing risk," Federal Reserve chairwoman says otherwise optimistic outlook could be undermined if disappointing housing activity continues   
            "
2675,Interest rates,2014-05-07,Banks will still veer towards cheap money," Governments need to use their balance sheets to build productive assets   
            "
2676,Interest rates,2014-05-01,UK house prices show biggest annual rise since  2007 ," Survey shows surprise climb in prices, adding to concerns that recovery may get out of control   
            "
2677,Interest rates,2014-04-30,US Fed signals thawing of economy after winter chill," Household spending appears to be rising ‘more quickly’   
            "
2678,Interest rates,2014-04-30,German unemployment falls twice as much as forecast," Number of people out of work in Europe’s largest economy decreased for a fifth month   
            "
2679,Interest rates,2014-04-26,What’s driving the rapid property price rise?," Opinion: We now need to build new homes and get banks to fund property development    
            "
2680,Interest rates,2014-04-10,IMF warns of impact of low interest rates on recovery," Strong policy actions needed to turn corner from financial crisis, says organisation   
            "
2681,Interest rates,2014-04-09,Deposit rate changes had little effect on householders post financial crisis," Central Bank research finds  householders  sensitive to differences in rates before the  crisis   
            "
2682,Interest rates,2014-04-08,IMF upbeat on global recovery but wary of risks in Ukraine ," Washington-based fund’s twice yearly outlook predicts global output will expand by 3.6 per cent   
            "
2683,Interest rates,2014-04-07,"Irish economy ‘on way back’, says Ibec economist"," Business group revises upwards consumer spending and economic forecasts 
            "
2684,Interest rates,2014-04-04,US maintains solid job growth pace as winter fades," Data provides further evidence the economy is shifting into higher gear after brutally cold winter   
            "
2685,Interest rates,2014-04-04,Greece hopes it can wave goodbye to austerity era,"   Four years after the country became the first in the euro zone to seek an EU-IMF bailout, its economy might just be turning a corner 
            "
2686,Interest rates,2014-04-03,IMF warns of modest interest rate rise," High real interest rates unlikely to re-emerge, says International Monetary Fund   
            "
2687,Interest rates,2014-04-03,ECB opens door to quantitive easing to boost euro zone," Bank will keep rates low for as long as needed, saying recovery is progressing as expected   
            "
2688,Interest rates,2014-03-28,Revolutionary analysis questions basic distribution of wealth ,"   This book charts the destruction of meritocracy against levels of personal and corporate taxation  
            "
2689,Interest rates,2014-03-21,Europe seems determined to replicate Japanese slump ," Economics: Normalisation of US and British economies  points to serious ECB policy errors    
            "
2690,Interest rates,2014-03-19,Eyeing election: Osborne offers help to savers and factories," In an upbeat annual budget statement, Chancellor  upgrades growth forecasts    
            "
2691,Interest rates,2014-03-14,Irish mortgage interest rates remain below euro area average," Central Bank figures show  mortgage rates here were  3.01 per cent at the end of January   
            "
2692,Interest rates,2014-03-14,Morgan Kelly warns our real economic crisis will begin if ECB credit stops ," Opinion: Bad debts of SMEs threaten employment, while cuts in number of academics jeopardise third level    
            "
2693,Interest rates,2014-03-13,Survey shows growth in UK house prices  cools in February ," Pent-up demand from potential buyers previously shut out of the market eased last month   
            "
2694,Interest rates,2014-03-11,UK economic growth recovery picks up ," NIESR’s latest forecasts suggest the economy will grow 2.5 per cent in 2014   
            "
2695,Interest rates,2014-03-07,ECB  keeps interest rates unchanged,"   Central bank expects consumer price rises to accelerate slowly but still to miss target 
            "
2696,Interest rates,2014-03-06,Bank of England keeps  borrowing costs at record low," Britain marks five year anniversary of historic low interest rates   
            "
2697,Interest rates,2014-03-06,"ECB rate change unwarranted, says Draghi"," Hundreds of thousands of Irish mortgage holders left disappointed by Frankfurt’s decision    
            "
2698,Interest rates,2014-03-06,UK house prices see ‘fastest growth in five years’ ," But Halifax surveys conflicts with data last week that indicated house prices were slowing    
            "
2699,Interest rates,2014-02-27,German unemployment hits 17-month low ," Numbers out of work fell 14,000 in February to 2.914 million   
            "
2700,Interest rates,2014-02-24,Euro zone inflation falls in January," Annual rate stuck at 0.8 per cent for second month in a row   
            "
2701,Interest rates,2014-02-21,Records show Fed on edge during darkest days of 2008 crisis," Policymakers  worried over failure of Lehman Bros   but feared cutting rates might  be over-reaction   
            "
2702,Interest rates,2014-02-20,Annual inflation remains steady at 0.2 per cent ," Increases in education, alcohol and tobacco costs over the year   
            "
2703,Interest rates,2014-02-20,Federal Reserve had few doubts about slowing asset purchases," Tapering set to continue in absence of big shift in US economy   
            "
2704,Interest rates,2014-02-19,UK jobless rate shows surprise increase ," Unemployment rises to 7.2 per cent from 7.1 per cent in November   
            "
2705,Interest rates,2014-02-18,Sterling falls as inflation dips below targets," UK inflation has dropped below the Bank of England’s target for the first time in over four years   
            "
2706,Interest rates,2014-02-17,Don't be scared of the German constitutional court," Business Opinion: if the German constitutional court says Mario Draghi’s feet are made of clay,  all hell may break loose   
            "
2707,Interest rates,2014-02-12,Yellen snubs pleas from emerging nations in remarks to US Congress," Shows no sympathy for complaints Fed failed to co-ordinate  policy with other countries   
            "
2708,Interest rates,2014-02-11,New Fed chief says US will continue to reduce stimulus," Yellen says US central bank will keep close eye on labour market indicators 
            "
2709,Interest rates,2014-02-07,US employment fails to rebound strongly from winter chill," Loss of momentum seen in  economy, but unemployment rate hits five-year low   
            "
2710,Interest rates,2014-02-06,Bank of England holds fire ahead of guidance revamp," Markets are pricing in at least some chance of a rate hike late this year   
            "
2711,Interest rates,2014-02-06,Draghi vows to take action if outlook for inflation worsens ," ECB chief was speaking after Frankfurt left its key lending rate unchanged at 0.25%   
            "
2712,Interest rates,2014-01-31,Euro zone inflation falls unexpectedly in January," Sharp fall in energy costs leads to inflation falling to 0.7 per cent in first month of the year   
            "
2713,Interest rates,2014-01-31,Relying on the kindness of strangers is risky business," We need to be on our guard against  external shocks   
            "
2714,Interest rates,2014-01-30,Fed tapers monthly asset purchase by $10bn amid foreign currency volatility,"   US central bank expects continued strong growth as Ben Bernanke steps down 
            "
2715,Interest rates,2014-01-29,US Fed cuts $10bn more from stimulus programme," Losses in US stocks deep after  announcement, while US government debt prices rise
            "
2716,Interest rates,2014-01-29,US Federal Reserve poised for $10 billion taper ," Ben Bernanke to chair last meeting before Janet Yellen takes over   
            "
2717,Interest rates,2014-01-29,Emerging markets slump despite Turkey and South Africa rate hikes ," Developing countries under pressure to follow suit to prevent investors exiting   
            "
2718,Interest rates,2014-01-29,Cable’s reservations about economic recovery echoed by unions," Minister’s remarks at odds with Cameron’s welcome for strong growth   
            "
2719,Interest rates,2014-01-29,Emerging markets target inflation risk,"   India’s central bank surprises market watchers by raising interest rate  
            "
2720,Interest rates,2014-01-24,U-turn over Bank of England’s key policy," Flagship policy linking interest rates to unemployment will be set aside   
            "
2721,Interest rates,2014-01-24,Bundesbank backed move to burn Irish bondholders," ECB thwarted German support for Irish effort    
            "
2722,Interest rates,2014-01-22,‘Politicians biggest hurdle facing global economy’ - Denis O’Brien ," Telecoms entrepreneur among 80 billionaires attending Davos summit   
            "
2723,Interest rates,2014-01-22,"Bernanke saved the day, but unresolved questions remain about central banking"," Knowledge of economic history helped Bernanke halt a terrifying panic, but he also made mistakes   
            "
2724,Interest rates,2014-01-21,IMF raises global growth forecast for first time in nearly two years," Despite upbeat forecast, economics body warns spectre of deflation could derail recovery   
            "
2725,Interest rates,2014-01-21,"Davos dilemma: how to help, not harm, world’s fragile recovery"," Euro zone deflation, US tapering, Japanese reforms, China’s bubble all pose major threats 
            "
2726,Interest rates,2014-01-20,State’s five-year borrowing costs hit record low on rating upgrade," Yields on five-year bonds fall 17 basis points to 1.62%, lower than equivalent US bonds   
            "
2727,Interest rates,2014-01-20,Consumers predict Dublin price hike of 3.6% over coming year," New index from AIB/ESRI points to improving sentiment towards housing market   
            "
2728,Interest rates,2014-01-20,Fears of a UK property bubble mount," Highest annual growth in property prices recorded since 2007 as calls come for more construction to boost supply   
            "
2729,Interest rates,2014-01-17,Growth on rebound despite underlying presence of crisis," Evidence of a restorative process is to be found in surprising places   
            "
2730,Interest rates,2014-01-16,Cantillon: ECB’s first woman will be acolyte of no man," Sabine Lautenschlaeger set  for top job   
            "
2731,Interest rates,2014-01-10,Diverging paths of central banks made clear by ECB leaving door ajar on easing," Euro drops to lowest level in a year against pound following Draghi’s remarks   
            "
2732,Interest rates,2014-01-10,High mobility of capital and technology means prospects of economy are unclear," Opinion: In the short term there is a prospect of a spurt of growth but attention needs to be paid to sowing the seeds of long-term prosperity   
            "
2733,Interest rates,2014-01-09,ECB  leaves interest rates unchanged," European stocks rose following meeting of governing council in Frankfurt    
            "
2734,Interest rates,2014-01-09,Fed plans to ‘proceed cautiously’ in slowing quantitative easing," Minutes signal Fed’s willingness to maintain asset purchases if necessary   
            "
2735,Interest rates,2014-01-04,Bernanke finds grounds for cautious optimism as he ends term at Fed," Chairman points to faster-than-expected growth of emerging market economies   
            "
2736,Inflation rates,2019-08-14,UK inflation pushed above target by video games and toys," Consumer prices defy economists’ forecasts with rise of 2.1% in July
            "
2737,Inflation rates,2019-08-14,Sweden sells 10-year debt with negative yield for first time," Issuance of bonds with sub-zero yields puts country in club with Germany and Japan
            "
2738,Inflation rates,2019-08-14,Bond market flashes ominous warning over US and UK economies," Moves seen by investors as potential recession indicators
            "
2739,Inflation rates,2019-08-13,Sub zero: the topsy-turvy world of negative interest rates," We are through the looking glass: the theory that zero would act as a floor is shattered
            "
2740,Inflation rates,2019-08-08,Consumer prices in decline as inflation falls to 12-month low," Largest prices rises linked to higher rents, mortgage interest and energy costs
            "
2741,Inflation rates,2019-07-31,US Fed cuts interest rates for first time since 2008," Cut of 0.25 per cent in line with expectations but smaller than Trump had demanded
            "
2742,Inflation rates,2019-07-25,What do the new mortgage figures tell us about the property market?," Smart Money: With house prices and construction stalling, what’s going on?
                    "
2743,Inflation rates,2019-07-22,US Fed seeks a cure for the disease of low inflation," Interest rate cut in immediate future highly likely
            "
2744,Inflation rates,2019-07-19,Christine Lagarde must learn to run an economy that is slowing to a crawl," Lagarde’s most perilous moments will come when she cannot rely on a prepared text, like news conferences after ECB policy meetings
            "
2745,Inflation rates,2019-07-11,"Hard Brexit could hit Irish house prices, Central Bank warns"," ‘High’ house prices may be affected by UK crashing out of EU, bank report says
            "
2746,Inflation rates,2019-07-10,"Trade and global growth concerns continue to weigh on US, fed chairman says"," Business investment in US ‘seems to have slowed notably’, Jerome Powell says
            "
2747,Inflation rates,2019-07-09,Lagarde to lean on Lane at ECB," Cantillon: Surprise nomination has market participants scrambling to review her monetary policy musings
            "
2748,Inflation rates,2019-07-08,Turkish lira weakens 2.1% after central bank governor dismissed," Concern that monetary policy will be eased too quickly as president dismisses governor
            "
2749,Inflation rates,2019-07-03,Irish long-term interest rates hit record low," Bond investors cheer Christine Lagarde’s nomination for ECB presidency
            "
2750,Inflation rates,2019-07-01,Lane says ECB has scope for interest rate cut," ECB chief economist also says bank could resume bond purchases
            "
2751,Inflation rates,2019-07-01,House prices in Dublin fall as property market slows overall," Latest myhome.ie barometer suggests prices in Dublin are now falling year on year
            "
2752,Inflation rates,2019-06-18,Trade tensions may steer Fed towards monetary easing," Five things to watch out for in pivotal week
            "
2753,Inflation rates,2019-06-17,Euro zone wages rise at fastest pace in 10 years," Growth well above the rate of inflation
            "
2754,Inflation rates,2019-06-13,You have more money in your pocket but why doesn’t it feel like it?," Smart Money : As salaries increase, who is cashing in and why are many missing the feelgood factor
                    "
2755,Inflation rates,2019-06-13,NTMA sells €1bn in bonds at a third of the interest rate set in January," Borrowing costs on the international markets have come down sharply so far this year
            "
2756,Inflation rates,2019-06-11,UK jobs market performs better than expected," Number of people in work rose and basic pay growth unexpectedly accelerated
            "
2757,Inflation rates,2019-06-07,German industrial production plunges most in four years," Nation’s central bank has suggested a persistent slump in Europe’s largest economy
            "
2758,Inflation rates,2019-05-30,Mortgages: Why Irish borrowers will remain exposed to interest rate swings," Smart Money: In many EU countries, borrowers can fix rates cheaply for long periods
                    "
2759,Inflation rates,2019-05-20,"Odds of Dublin property market crash low, according to IMF tool"," Dublin property prices rose most across 32 locations between 2013 and 2018
            "
2760,Inflation rates,2019-05-13,Properties for rent reach record low as prices hit new high," About 80,000 homes needed in Dublin alone to stop rent increases, says expert Ronan Lyons
            "
2761,Inflation rates,2019-05-03,US job growth surges and unemployment rate drops to 49-year low," Economy to celebrate 10 years of expansion in July, the longest on record
            "
2762,Inflation rates,2019-05-01,Fed holds rates over weak inflation," Regulator says US economy is advancing at a ‘solid’ rate overall
            "
2763,Inflation rates,2019-04-14,"Trump renews attack on US Fed, claiming it has stymied growth"," US president says stock market would be 5,000-10,000 points higher if not for Fed
            "
2764,Inflation rates,2019-04-05,US job market remains robust despite economic crosscurrents," March sees better-than-expected hiring and unemployment hovering near a five-decade low
            "
2765,Inflation rates,2019-04-01,US retail sales unexpectedly ease in February," Fall may signal further headwinds for the economy
            "
2766,Inflation rates,2019-03-20,US Federal Reserve signals rate hike unlikely in 2019," Economy in a ‘good place’ and objective is to ensure it stays that way, says Fed chairman
            "
2767,Inflation rates,2019-03-20,Buoyant jobs data conceal investment caution ahead of Brexit," London Briefing: Key indicator is strong for an economy slowing on most other measures
            "
2768,Inflation rates,2019-03-19,British labour market remains robust despite Brexit slowdown," But economists point to slowing economic growth and warn it is only a matter of time
            "
2769,Inflation rates,2019-03-18,Who paid for the increase in the 9% VAT rate? You did," Smart Money: The rise fed through to prices immediately – and so would Brexit tariffs
                    "
2770,Inflation rates,2019-03-08,US hiring comes to surprise near halt in February," Wage growth holds steady at 3.4% pointing to resilient labour market
            "
2771,Inflation rates,2019-03-05,Unemployment rate revised up to 5.6% but overall trend ‘still downward’," Fall in State’s jobless rate has slowed but is still falling, CSO says
            "
2772,Inflation rates,2019-02-14,Higher rents hit pockets as consumer price index rises 0.7%," But monthly figures show a decline compared with December
            "
2773,Inflation rates,2019-02-13,UK inflation rate slips below 2% for first time in two years," Consumer prices rose by a less-than-forecast 1.8 per cent in January from a year earlier
            "
2774,Inflation rates,2019-02-03,Chris Johns: Hold the gloom – it really could be different this time," A global recession is forecast, but something is keeping inflation and interest rates down
            "
2775,Inflation rates,2019-02-01,John FitzGerald: No-deal Brexit would make Budget 2019 look prescient," Instead of fuelling the boom the Government should be saving for future shocks
            "
2776,Inflation rates,2019-01-24,ECB keeps policy unchanged but may acknowledge weak growth," Rates to remain unchanged at least through summer of this year
            "
2777,Inflation rates,2019-01-14,Euro zone industrial output suffers worst fall in three years," Drop casts doubts over timing of next rate interest hike
            "
2778,Inflation rates,2019-01-11,China to lower GDP growth target as trade war rumbles on," As the world’s second-largest economy loses steam, all eyes on employment levels
            "
2779,Inflation rates,2019-01-08,NTMA to sell €3bn of bonds after ECB stimulus ends," Move will be first market test since European Central Bank ended stimulus programme
            "
2780,Inflation rates,2018-12-31,Recruiter warns Ireland’s housing crisis is hurting SMEs," Multinational firms can offer new staff help with accommodation but Irish SMEs cannot
            "
2781,Inflation rates,2018-12-28,It may be decades before real house prices again rise strongly," While fiscal issues remain, we do not live in the dystopia described in too many articles
                    "
2782,Inflation rates,2018-12-19,US Fed raises interest rates but lowers 2019 forecasts," Federal Reserve defies pressure from Trump and equity investors
            "
2783,Inflation rates,2018-12-17,Trump slams Federal Reserve on the eve of interest rate decision," As fourth hike this year looks likely, Trump ‘sets up Fed to take blame’ for economic slip
            "
2784,Inflation rates,2018-12-13,NTMA to raise up to €18bn next year as ECB ends QE," Government also faces an interest bill of €5.32 billion
            "
2785,Inflation rates,2018-11-30,Lane approaching fork in road as prospect of ECB post nears," TCD and regulatory roles position Central Bank governor for ECB chief economist job
            "
2786,Inflation rates,2018-11-27,Fed defends gradual approach to interest rate hikes," Regulator forecasts three more hikes in 2019
            "
2787,Inflation rates,2018-11-21,OECD warns of another ‘boom-and-bust cycle’ in Irish economy," Agency says pick-up in housing activity has potential to trigger another credit boom
            "
2788,Inflation rates,2018-11-12,Ibec predicts slowdown in growth and warns on Brexit," Business lobby group also expresses concern in relation to State’s corporate tax reliance
            "
2789,Inflation rates,2018-11-09,Strong US economy makes Fed December rate rise more likely," Wage growth accelerating on back of job gains
            "
2790,Inflation rates,2018-10-29,US consumer spending solid but incomes rise only marginally," Signs the stimulus from the Trump administration’s $1.5tn tax cut package has peaked
            "
2791,Inflation rates,2018-10-25,ECB leaves room for interest rate increase late next year," Bank said it will cap bond-buying by year-end
            "
2792,Inflation rates,2018-10-18,Fed defies Trump with plans for more rate tightening," Federal Reserve policymakers say they plan to forge ahead with more interest rate hikes
            "
2793,Inflation rates,2018-10-17,Royal Mail postal workers get schooled in share price volatility," Profit warning batters value of free shares and executive pay adds salt to the wounds
            "
2794,Inflation rates,2018-10-08,Housing experts warn Government against short-term measures to address crisis," More incentives for buyers will only inflate land values, say experts ahead of budget day
            "
2795,Inflation rates,2018-10-07,Key indicators suggest there may be trouble ahead for global markets," Many financial commentators believe conditions for another crisis are taking shape
            "
2796,Inflation rates,2018-10-05,US unemployment rate hits lowest level since 1969," Average hourly earnings rose 0.3% month-on-month
            "
2797,Inflation rates,2018-09-26,US Fed raises rates despite trade concerns," Bank flags further rise in December despite opposition from Trump
            "
2798,Inflation rates,2018-09-14,How Ireland’s property crisis is affecting the real economy," Housing issue is affecting disposable income, mobility, competitiveness and quality of life
                    "
2799,Inflation rates,2018-09-13,Turkish central bank raises rates to stem currency crisis," Inflation in Turkey has soared, nearing 18% last month
            "
2800,Inflation rates,2018-09-13,State sells €1bn of bonds ahead of ECB meeting," NTMA has now raised €13.5bn of its full-year targeted range of €14bn-€18bn
            "
2801,Inflation rates,2018-09-13,ECB stays on course to curb stimulus," Bank keeps policy unchanged, says interest rates to stay flat until at least through next summer
            "
2802,Inflation rates,2018-09-03,Struggling Argentina to tax exporters after peso collapse," Move to balance budget follows one of most turbulent weeks for nation in recent memory
            "
2803,Inflation rates,2018-09-03,Irish house prices are heading for ‘soft landing’ - S&P," But ‘strong growth’ is still predicted until supply catches up with demand around 2021 ratings agency says
            "
2804,Inflation rates,2018-08-30,Argentina raises interest rates to 60%," IMF studying Argentina request for early help as peso crashes
            "
2805,Inflation rates,2018-08-28,Is Ireland in danger of hitting the wall of full employment?," Not necessarily: there may be a reserve pool of labour to nullify risk of rapid wage inflation
            "
2806,Inflation rates,2018-08-27,"Reduce income tax burden to support competitiveness, NRF says"," Recruitment industry group calls for incentives to support women returning to work
            "
2807,Inflation rates,2018-08-27,The ‘Economist’ says Dublin house prices are 25% overvalued," Dublin still more affordable than Vancouver, Paris and London, according to publication
            "
2808,Inflation rates,2018-08-26,Central bankers struggle to understand modern economics," Why have wages and inflation not gone up despite low unemployment?
            "
2809,Inflation rates,2018-08-24,Fed chairman puts case for more interest rate rises," Jackson Hole: Jerome Powell says fundamentals of US growth are sound
            "
2810,Inflation rates,2018-08-23,What to expect from Federal Reserve chair’s Jackson Hole speech," Donald Trump’s criticism of Fed will have to be addressed
            "
2811,Inflation rates,2018-08-20,Turkey’s real problems are tied to political meddling by Erdogan," Deteriorating relations with US and the actions of market speculators highlight precarious economic position
            "
2812,Inflation rates,2018-08-20,"As economy worries mount, Turkey prepares to battle it out"," President Erdogan turns ire on ubiquitous iPhone, symbolic of muscular US trade policy
            "
2813,Inflation rates,2018-08-16,"Turkey seeks to boost confidence in call with 6,000 investors"," Finance minister outlines plans for massive fiscal tightening
            "
2814,Inflation rates,2018-08-16,Turkey’s woes likely to continue for some time yet," Erdogan needs to move quickly but appears wedded to the idea of economic growth at all costs
            "
2815,Inflation rates,2018-08-15,Sterling stuck near 13-month lows after inflation data," Consumer price inflation nudged up to 2.5% year-on-year in July, up from 2.4% in June
            "
2816,Inflation rates,2018-08-15,Can we finally escape the house price roller coaster?," House price growth in Dublin is cooling as Central Bank rules and affordability kick in
            "
2817,Inflation rates,2018-08-14,Turkey set to ban sale of iPhones as trade dispute with US deepens," President Erdogan says Turkey will boycott US electronic products in latest retaliation
            "
2818,Inflation rates,2018-08-13,Turkey’s economic crisis: warning lights are flashing," Cliff Taylor: Investors are looking for a much more robust response than seen to date, fearing the Turkish economy may be heading for a crash
            "
2819,Inflation rates,2018-08-13,Turkey scrambles to free up cash as currency crisis strikes," Issue sparked by concerns over Erdogan’s economic policies, and a dispute with the US
            "
2820,Inflation rates,2018-08-10,Turkish lira slumps as Trump doubles tariffs on steel and aluminium," ‘New economic model’ unveiling by Erdogan son-in-law eclipsed as ties with US worsen
            "
2821,Inflation rates,2018-08-02,Bank of England raises interest rates to highest level since 2009," Policymakers expect tight labour market to push up wage growth
            "
2822,Inflation rates,2018-07-19,Sterling hits four-month low on weaker retail sales," Against the euro, sterling weakened 0.3 per cent to 89.26 pence in early trading
            "
2823,Inflation rates,2018-07-13,Irish SMEs face hardship amid rising business costs," Commercial rates, insurance and access to banking service identified as chief concerns in new Oireachtas report
            "
2824,Inflation rates,2018-07-06,US job growth strong but unemployment rate rises to 4%," Latest payrolls data points to steady growth and modest inflation pressures
            "
2825,Inflation rates,2018-06-27,UK house price growth at weakest pace in five years," Subdued economic activity, squeezed household budgets are keeping a lid on demand
            "
2826,Inflation rates,2018-06-26,It’s not just us – rent controls aren’t working in Germany either," In Germany there are no sanctions on landlords who ignore the rules
            "
2827,Inflation rates,2018-06-19,"Irish property prices to ‘cool off’, Central Bank governor says"," Price growth will dampen as housing supply picks up, Philip Lane says
            "
2828,Inflation rates,2018-06-16,Writing on wall for super-low interest rates," Cantillon: While ECB says rates will stay low for a year, the only way after that is up
            "
2829,Inflation rates,2018-06-14,Era of super-low interest rates for Irish borrowers not over yet," ECB president Mario Draghi promises rates will remain where they are well into 2019
            "
2830,Inflation rates,2018-06-14,ECB to phase out €2.4tn bond-buying programme," Bank to halve size of monthly asset purchases to €15 billion after September
            "
2831,Inflation rates,2018-06-13,Fed lifts rates and projects four rises for 2018," Fed’s statement suggests central bank is getting increasingly confident about inflation
            "
2832,Inflation rates,2018-06-08,Italy using EU as a scapegoat can be an obstacle to deep reform," Italy has the largest absolute debt load of any EU country, and the third largest in the world
            "
2833,Inflation rates,2018-06-06,ECB close to settling question of bond-buying programme," Upcoming policy meeting pivotal for reaching decision on QE, ECB chief economist says
            "
2834,Inflation rates,2018-06-01,Ireland an ‘expensive location’ in which to do business," Rents, cost of childcare and State’s infrastructure criticised in major report
            "
2835,Inflation rates,2018-05-31,OECD says Ireland's economy may be overheating: should we be worried?," Five reasons to be concerned by the OECD’s warning on the Irish economy and five reasons not to panic
            "
2836,Inflation rates,2018-05-31,Is the Irish economy overheating?," According to the OECD, Ireland is exhibiting ‘some signs’ of overheating
            "
2837,Inflation rates,2018-05-31,"High debt levels could damage Ireland’s economic prospects, OECD warns"," Agency says high private debt levels left State ‘sensitive to rising interest rates’
            "
2838,Inflation rates,2018-05-22,Recovery of housing market not (yet) cause for concern – Moody’s," Growth forecast for Irish economy upgraded to 5% but house prices ‘warrant close monitoring’
            "
2839,Inflation rates,2018-05-17,"Shock, horror! Philip Lane warns house prices may go down as well as up"," Cantillon: Central Bank governor mentions property and gets everyone’s attention
            "
2840,Inflation rates,2018-05-08,NI house prices grow by 6.6% year on year in first quarter," Latest quarterly index, however, suggests sales volumes were hit by poor weather
            "
2841,Inflation rates,2018-05-04,US job growth rebounds modestly; unemployment rate falls," Unemployment rate drops to 3.9% from 4.1% as average hourly earnings rise
            "
2842,Inflation rates,2018-05-02,Fed more confident on inflation outlook as it gears up for rate rise," US central bank says price growth has moved close to its target and is likely to stay there in the medium term
            "
2843,Inflation rates,2018-04-29,Government should focus on growing Dublin and war-gaming next recession," EU economic growth has suddenly halted and Ireland needs to prepare for recession
            "
2844,Inflation rates,2018-04-26,Draghi to play down concerns as ECB keeps policy unchanged," European Central Bank chief expected to argue that the economy is humming
            "
2845,Inflation rates,2018-04-22,The UK government has made Brexit promises it cannot keep," The UK continues to believe EU will back down and accept a magical solution offered by yet-to-be invented tech
            "
2846,Inflation rates,2018-04-20,Brexit uncertainty ‘prevents surge’ in UK economy," Bank of England governor Mark Carney has unexpectedly dampened expectations
            "
2847,Inflation rates,2018-04-18,"Global growth is built, alas, on shaky foundations"," Martin Wolf: There are many variables which could undermine the fragile recovery
            "
2848,Inflation rates,2018-04-18,UK inflation unexpectedly cools to one-year low of 2.5%," Shift raises doubts over whether Bank of England will raise interest rates in May
            "
2849,Inflation rates,2018-04-12,Irish workers in line for biggest pay hike since crash," Central Bank forecasts wage growth of nearly 7% over next two years
            "
2850,Inflation rates,2018-04-06,US job gains smallest in six months as wage growth picks up," Nonfarm payrolls increased by 103,000 in March as construction and retail sectors shed jobs
            "
2851,Inflation rates,2018-03-24,General higher rates may undo new dawn for variable mortgage holders," Wedge between rates here and elsewhere may shrink just as ECB starts raising rates
            "
2852,Inflation rates,2018-03-22,New Fed chairman plays it safe in debut," Less detailed and informative in his analysis than predecessor Janet Yellen
            "
2853,Inflation rates,2018-03-21,Fed raises interest rates as it points to stronger US growth," Central bank raises federal funds target range as it forecasts acceleration in inflation
            "
2854,Inflation rates,2018-03-21,What to look for at the Federal Reserve meeting," Jay Powell is widely expected to preside over his first interest rate increase
            "
2855,Inflation rates,2018-03-14,Talent shortage drives wage growth in IT sector," Research by Enterprise Ireland and Investec highlights shortage of skilled IT staff
            "
2856,Inflation rates,2018-03-12,London house prices are dropping at the fastest pace since 2009," Capital’s most expensive areas see the biggest declines
            "
2857,Inflation rates,2018-03-08,"Overall OECD assessment is positive, but caveats jump out"," OECD highlighting of housing and hospital waiting time will rankle with Government
            "
2858,Inflation rates,2018-03-08,ECB ever so slowly edges closer to interest rates rise," Cliff Taylor: Irish borrowers could be hit in 2019 as bank continues to retreat from emergency measures
            "
2859,Inflation rates,2018-02-27,Powell hints at faster pace of rate rises," New Fed chairman’s upbeat economic assessment pushes dollar higher
            "
2860,Inflation rates,2018-02-27,Fed chairman’s gradualist approach about to be tested," Janet Yellen’s succesor Jerome Powell has to deal with stock market volatility and inflation fears
            "
