Tech_ID,Name_Tech,Date_Tech,Headline_Tech,Description_Tech
1870,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1871,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1872,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1873,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1874,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1875,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1876,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1877,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1878,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1879,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1880,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1881,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1882,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1883,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1884,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1885,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1886,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1887,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1888,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1889,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1890,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1891,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1892,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1893,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1894,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1895,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1896,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1897,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1898,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1899,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1900,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1901,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1902,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1903,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1904,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1905,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1906,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1907,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1908,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1909,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1910,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1911,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1912,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1913,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1914,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1915,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1916,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1917,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1918,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1919,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1920,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1921,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1922,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1923,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1924,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1925,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1926,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1927,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1928,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1929,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1930,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1931,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1932,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1933,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1934,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1935,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1936,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1937,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1938,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1939,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1940,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1941,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1942,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1943,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1944,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1945,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1946,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1947,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1948,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1949,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1950,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1951,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1952,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1953,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1954,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1955,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1956,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1957,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1958,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1959,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1960,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1961,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1962,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1963,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1964,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1965,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1966,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1967,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1968,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1969,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1970,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1971,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1972,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1973,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1974,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1975,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1976,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1977,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1978,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1979,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1980,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1981,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1982,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1983,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1984,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1985,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1986,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1987,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1988,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1989,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1990,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1991,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1992,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1993,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1994,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1995,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1996,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1997,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1998,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1999,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
2000,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2001,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2002,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2003,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2004,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2005,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2006,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2007,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2008,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
2009,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2010,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2011,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2012,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2013,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2014,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2015,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2016,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2017,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
2018,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2019,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2020,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2021,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2022,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2023,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2024,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2025,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2026,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
2027,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2028,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2029,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2030,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2031,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2032,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2033,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2034,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2035,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
2036,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2037,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2038,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2039,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2040,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2041,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2042,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2043,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2044,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
2045,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2046,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2047,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2048,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2049,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2050,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2051,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2052,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2053,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
2054,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2055,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2056,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2057,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2058,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2059,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2060,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2061,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2062,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
